,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
ExternalRiskEstimate,1.0,0.23507913723919158,0.14835447254207731,0.3309864791127482,0.00017385813377518997,-0.41257271274358537,-0.34412454874422516,0.5148496267696656,-0.09056049703601732,0.5684204427801205,0.5003000856478805,-0.03857765497804165,-0.19070372189272328,-0.16901505137888964,0.15291195130697438,-0.20663319681216216,-0.20558500002399277,-0.6022007537585304,-0.20131437260301652,-0.3291073031611651,-0.21209418337262115,-0.4342229711714922,-0.4490064283084282
MSinceOldestTradeOpen,0.23507913723919158,1.0,0.0971164205196516,0.6555340635274132,0.24324302278089746,-0.016470518531537828,-0.03221806946704311,0.03532797246956583,0.030465511975254163,-0.007230640717540757,-0.005306424342558293,0.29866002541825526,-0.10226567473742568,-0.17669128362509273,0.07270207884309354,-0.09975734669432776,-0.09697728454103216,-0.1416728178440662,-0.10327159870146882,0.1269006120836608,-0.044442845857110155,0.01418903097556264,-0.20451168173263973
MSinceMostRecentTradeOpen,0.14835447254207731,0.0971164205196516,1.0,0.397136999232855,-0.25470944908908705,0.026785277358280988,0.0264472985972464,-0.1266256036115792,-0.042356119564788526,-7.80458387622824e-05,0.011131900674272291,-0.22470410292684517,-0.45880540278009274,-0.025439875278785468,0.05039704278418859,-0.17480376886193025,-0.17648060723373193,-0.07873211277859746,-0.27889945467097066,-0.18630189134857145,-0.2282641428110429,-0.10032173327918084,-0.013907933033126617
AverageMInFile,0.3309864791127482,0.6555340635274132,0.397136999232855,1.0,0.11618717098634908,0.03793883622700556,0.012635966106716112,-0.04361803162881997,0.031437868214479366,-0.01610672266589685,-0.035069613344732284,0.09036655481569104,-0.3538006987300101,-0.20256943671235084,0.08876355814574416,-0.18084607713148473,-0.1784161965592369,-0.18130584082001366,-0.23596407647789114,0.021656444057233423,-0.17371214222215675,-0.03817852912020703,-0.20629372390818795
NumSatisfactoryTrades,0.00017385813377518997,0.24324302278089746,-0.25470944908908705,0.11618717098634908,1.0,-0.1196697476523182,-0.115349429993501,0.26410334979897965,0.025219832354247233,-0.0059851774314461734,0.03865805801334905,0.8452383683393269,0.3089479845697284,-0.12920637981372146,0.029141095615497128,0.0963771299388247,0.09729976703411698,-0.04227152779414636,0.17552536099747298,0.49370949968654104,0.38596093641041335,0.26022301595137803,-0.22269840423538928
NumTrades60Ever2DerogPubRec,-0.41257271274358537,-0.016470518531537828,0.026785277358280988,0.03793883622700556,-0.1196697476523182,1.0,0.8902662852798862,-0.5346463995536005,0.1904913247046037,-0.42264309336548955,-0.5877015318600036,-0.02470536801396665,-0.0569359980803144,0.11474214417578989,-0.059899327248920956,0.03817651166664378,0.03830356253155155,0.0835672036413691,0.015403366011408215,-0.05417860146049963,0.029299185361207673,-0.03450038433340817,0.11012755795949777
NumTrades90Ever2DerogPubRec,-0.34412454874422516,-0.03221806946704311,0.0264472985972464,0.012635966106716112,-0.115349429993501,0.8902662852798862,1.0,-0.3808376837790195,0.16261341465791773,-0.36936675599112745,-0.5030182054696226,-0.03989284631798936,-0.049530277030384706,0.10860720273091891,-0.05484992866560749,0.04071812302224086,0.04112752698541303,0.05428822374809469,0.010287452990285283,-0.06804587282168875,0.010389258481701935,-0.04780244854754517,0.09361901771695388
PercentTradesNeverDelq,0.5148496267696656,0.03532797246956583,-0.1266256036115792,-0.04361803162881997,0.26410334979897965,-0.5346463995536005,-0.3808376837790195,1.0,-0.20053751081296567,0.5064190090909674,0.6392098674256851,0.16626177525212982,0.15289487959953305,-0.1286319407851752,0.06883701030169681,0.006628418634343113,0.008095611580338878,-0.14605638536836377,0.033370379859561844,0.09137370058733355,0.046473759243751495,0.02258412734697234,-0.17486795306442046
MSinceMostRecentDelq,-0.09056049703601732,0.030465511975254163,-0.042356119564788526,0.031437868214479366,0.025219832354247233,0.1904913247046037,0.16261341465791773,-0.20053751081296567,1.0,-0.05820846352327527,-0.4742304706499058,0.036307082844524656,0.03313134504096778,0.0436318992051491,-0.007705080724077038,0.012346572086371344,0.012362855529031887,0.04963765727125922,0.030150128209769474,0.012679693408955634,0.025590853441016165,0.005885620655793595,0.03498120940842518
MaxDelq2PublicRecLast12M,0.5684204427801205,-0.007230640717540757,-7.80458387622824e-05,-0.01610672266589685,-0.0059851774314461734,-0.42264309336548955,-0.36936675599112745,0.5064190090909674,-0.05820846352327527,1.0,0.6109960192214836,-0.04507921854306274,0.035529645737264234,-0.07558939865137387,0.05095975131775688,-0.020907000335581922,-0.021930884469315605,-0.13021762892669234,-0.05278840061764611,-0.07709323654932163,-0.08481455422409305,-0.05145004213172197,-0.11087886321563356
MaxDelqEver,0.5003000856478805,-0.005306424342558293,0.011131900674272291,-0.035069613344732284,0.03865805801334905,-0.5877015318600036,-0.5030182054696226,0.6392098674256851,-0.4742304706499058,0.6109960192214836,1.0,-0.024381153841882816,0.0354521191853973,-0.10712325554730559,0.05882961077130209,-0.020842365772671595,-0.01968753774875833,-0.12493653630101739,-0.03690098703342626,-0.016519381226475904,-0.0641880960854525,-0.011297365524360833,-0.11982252271882218
NumTotalTrades,-0.03857765497804165,0.29866002541825526,-0.22470410292684517,0.09036655481569104,0.8452383683393269,-0.02470536801396665,-0.03989284631798936,0.16626177525212982,0.036307082844524656,-0.04507921854306274,-0.024381153841882816,1.0,0.2826502624955172,-0.07783746932437352,0.01480524501482132,0.1094734094020741,0.1118894181762304,-0.02445973902443284,0.157534360360227,0.4079657441896796,0.3461369486068563,0.21871762177304332,-0.17188123214161952
