ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
85,263,30,109.0,10.0,0,1.0,59.0,39,6.0,6,17.0,5,18.0,15,1.0,0,27,42,2,1,2,17.65,Good
70,200,30,76.0,14.0,0.0,0,100.0,0,7.0,8.0,14.0,2,28.57,12,0,0,59,90,6,2,1,57.14,Bad
85,200,14.0,28.0,5.0,2.0,2.0,100.0,24,6.0,9,5.0,1,40,0,0,0,99,40,1,1,1,40,Bad
70,120,12,45.0,32.0,0,0,94.0,8,4.0,5,33.0,5,21.2,7,1,0,100,85,2,7,0,100,Bad
86,219,30,37.0,23.0,2.0,2.0,88.0,70,6.0,6,26.0,5.0,7.69,0,0.0,0,30,70,5,2,1,67,Bad
85,22,0,10.0,3.0,0.0,0,100.0,0,7.0,0,4.0,3.0,50,0,5,4.0,0.33,0.67,1,2,1,75,Bad
77.0,464,12,138.0,16.0,1.0,1.0,94.0,50,6.0,6.0,16.0,4,12.5,6,0,0,0.31,0.12,3,2,1,31.25,Good
86,266,2.0,51.0,29.0,0,0,100.0,0,7.0,8.0,30.0,1,53.0,0,1.0,0,12,88,3,22,0,83,Good
86,446,30,109.0,25.0,0,0,100.0,120,7.0,7,32.0,2,25.0,19,1,0.0,0.2,0.1,5,2,0,15.0,Good
0,0,0,91.0,55.0,0.0,0.0,100.0,0,7.0,8.0,57.0,0,0,0,0,0,2,11,12,0,0,0,Good
86,250,9.0,42.0,10.0,3.0,2.0,50.0,17,6.0,6,14.0,1.0,21.43,0,2.0,2.0,0,56,0,3,0,50,Bad
85,133,14.0,83.0,19.0,0,0.0,100.0,999,7.0,0,47.0,6,30.0,2,1,1,0.15,0.10,2,3,0,10.6,Good
82.0,190,12,80.0,28.0,0,0.0,100.0,0,7.0,0,28.0,4,7.14,17,0.0,0,32,50,2,2,0,50,Good
85,180,10,128.0,54.0,0,0.0,100.0,3,7.0,8.0,56.0,5,27.0,3,1,1,8,27,4,0,2,7.14,Good
70,200,20,84.0,7.0,0.0,0.0,100.0,0.0,7.0,7.0,7.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1,0,0,14.29,Good
78,140,1.0,84.0,6.0,3.0,2.0,64.0,15,6.0,4.0,11.0,5,36.4,0,3.0,3.0,22,47,1,2,1,27.3,Bad
89.0,0,14.0,115.0,20.0,0.0,0,100.0,0,7.0,8.0,24.0,0.0,0,0,0,0,0,0,3,0,0,12.5,Bad
86,219,4.0,97.0,29.0,3.0,2.0,78.0,2,0.0,2.0,30.0,5,59.0,2,2.0,2,25,75,1,18,0,3.33,Bad
70,120,12,42.0,8.0,0.0,0,100.0,0,7.0,8.0,8.0,2,38.0,1,0,0.0,0.3,0.1,3,1,0,67,Bad
86.0,180,10,65.0,38.0,0,0.0,100.0,7,7.0,8.0,34.0,2,34.0,12,1,1,0,0.2,0,1,0,2.94,Good
89.0,240,12,136.0,6.0,0,0,100.0,0,7.0,8.0,7.0,1.0,0,11,0,0,0,0,1,0,0,14.2857,Good
60.0,439,12.0,185.0,17.0,0,0,74.0,11,4.0,5,19.0,5,15.79,0,2.0,0,35,77,6,2,1,42.11,Bad
86,219,7,51.0,45.0,0,0.0,98.0,10,4.0,4,49.0,10,65.0,7,0.0,0,23,82,2,23,0,50,Bad
85,220,40,74.0,25.0,0,0,100.0,0,7.0,0,27.0,0,74.1,0,1.0,1.0,0.12,0.35,3,15,2,31,Good
0,163,0,87.0,9.0,0,0,90.0,0,6.0,6.0,10.0,0,0,0,0.0,0,0,0,2,0,0,0,Bad
85,108,6.0,42.0,18.0,1.0,0,83.0,1,4.0,5,18.0,1.0,11.11,0,10,9.0,30,62,7,2,0,50,Bad
80,114,6,60.0,22.0,0.0,0.0,95.0,0,6.0,6.0,22.0,8,22.73,0,2,1,21,79,3,5,3,36.36,Bad
850,180,24,109.0,17.0,0.0,0,100.0,0,7.0,8.0,17.0,0.0,30,2,1,2,3,2,3,4,2,44,Good
59.0,200,1.0,86.0,21.0,0,0,91.0,0,0.0,6.0,24.0,1,21.0,0,5.0,4,0,20,0,5,0,21.0,Good
72.0,180,4,77.0,22.0,0.0,0,96.0,9,4.0,6.0,23.0,1.0,17.39,0,0,0,31,45,3,4,2,30.43,Good
78,65,12,34.0,6.0,0,0.0,100.0,0,7.0,0,9.0,2.0,22.22,0,0,0,0,100,2,2,0,44.44,Good
0,0,5.0,71.0,33.0,0,0.0,100.0,0,7.0,0,23.0,0,12.0,5,2.0,0,1,93,2,0,0,0,Good
90,180,6,81.0,13.0,0.0,0,100.0,0,7.0,12,14.0,1.0,30,0,1,1,20,93,1,2,0,33,Good
78,84,12,41.0,22.0,0.0,0.0,95.0,12,5.0,5,22.0,6,59.0,3,2,1.0,100,61,7,6,1,59.1,Bad
0,0,0,91.0,16.0,0,0,88.0,22,6.0,6.0,17.0,1.0,0,10,0.0,0,0,60,4,0,0,0,Good
85,200,12,48.0,22.0,0,0.0,100.0,0,7.0,8.0,22.0,5,14.0,3,2.0,1,0.30,0.20,7,10,2,75,Bad
57.0,0,0,62.0,33.0,0,0,97.0,0,4.0,0,34.0,0,5.88,0,5.0,4,11,86,5,2,0,14.71,Good
0,0,0,70.0,34.0,0,0,100.0,0,7.0,0,35.0,0,0,2,1.0,0,0,0,11,0,0,0,Good
83.0,344,24.0,151.0,10.0,0.0,0.0,90.0,38,6.0,6.0,10.0,0.0,30.0,19,0.0,0.0,0.25,0.15,1,2.0,1.0,30.0,Bad
86,219,12,58.0,46.0,0.0,0.0,100.0,0,7.0,8.0,39.0,8,13,0,5.0,5,42,45,3,5,2,60,Bad
67.0,250,6.0,103.0,26.0,0,0,88.0,1,4.0,6.0,26.0,0,35.0,0,0.0,0,0,60,4,0,0,15.38,Bad
85,181,13.0,71.0,15.0,0,0,93.0,12,6.0,6,18.0,0.0,44.44,0,2,2.0,41,31,3,2,1,27.78,Bad
86,261,30,101.0,14.0,0,0,82.0,4,4.0,0,17.0,1,11.76,0,0.0,0,0.0,0.0,3,2,0,29.41,Good
120,150,30,77.0,28.0,0,0,100.0,0,7.0,0,29.0,5.0,6.9,0,1,0,30,90,1,2,2,31,Good
0,0,0,71.0,26.0,0,3.0,92.0,35,6.0,0,26.0,0,15.38,0,0,0,43,35,5,4,0,34.62,Bad
78,108,0,42.0,17.0,0.0,0,94.0,79,6.0,9,17.0,6.0,35.0,1,2,1.0,0.35,0.25,4,3,0,41.18,Good
62.0,120,6.0,67.0,14.0,0,0,86.0,3,4.0,4,18.0,3.0,36.0,0,1,0,7,93,2,6,0,83,Bad
57.0,184,25.0,80.0,11.0,0,0,63.0,2,3.0,5.0,16.0,5,6.25,0,0,1.0,0.0,0.0,2,1,0,18.75,Bad
86,180,6.0,94.0,59.0,0,0.0,71.0,3,3.0,6,66.0,12,76.0,0,0.0,0.0,45,55,3,44,2,71,Bad
86,219,11.0,85.0,32.0,0,0,100.0,0,7.0,0,32.0,5,0,0,1.0,0,0,0,3,0,0,9.375,Good
60.0,0,0,69.0,19.0,4.0,0,78.0,6,3.0,0,24.0,0,0,0,0,0,0,0,1,0,0,0,Bad
85,150,6,78.0,16.0,0,0,94.0,9,4.0,6.0,24.0,3,33.33,4,1,0.0,45,39,6,5,2,45.83,Bad
85,153,3.0,72.0,14.0,1.0,1.0,56.0,8,4.0,3.0,16.0,4,31.0,8,0.0,0.0,25.0,33.5,4,5.36,2,71,Bad
0,0,0,75.0,36.0,0,0.0,97.0,72,6.0,0,37.0,1.0,0,1,0,3.0,67,60,12,0,5,0,Bad
86,197,9.0,87.0,12.0,0.0,0.0,77.0,56,6.0,6,13.0,5,54.0,30,2,1,92,83,2,5,1,54.0,Good
73,120,24,83.0,61.0,0,1.0,100.0,0,6.0,0,23.0,2,18.0,1,4,3.0,30,68,4,2,1,26.09,Good
69.0,150,6,127.0,22.0,1.0,1,95.0,6,6.0,6,22.0,2,13.64,0,1,0,30,64,7,3,2,45.45,Good
91.0,282,100.0,209.0,6.0,0,0,100.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,Bad
59.0,226,4.0,113.0,25.0,0,1.0,83.0,3,4.0,2.0,29.0,1,0,4,1.0,0,33,67,5,0,0,17.24,Bad
86,180,12,99.0,20.0,0,0,100.0,999,7.0,0,22.0,2,4.5,2,0,1.0,0.3,0.1,4,1,0,22.7,Good
600,350,10.0,101.0,32.0,0,0,97.0,0,6.0,6,32.0,5,0,0,0,0,39,61,3,0,0,54,Bad
0,0,0,59.0,6.0,2.0,0,100.0,0,6.0,0,7.0,1.0,0,1,0,0,0,0,2,0,0,50,Bad
0,0,2.0,59.0,21.0,0,0.0,100.0,0,7.0,0,22.0,4.0,36.0,0,0,0,0,112,4,0,0,83,Bad
84.0,245,5.0,103.0,17.0,0,0,100.0,0,7.0,0,17.0,3.0,24.0,0,0,0,16,37,1,2,0,17.65,Good
89.0,240,6,87.0,25.0,0,0,100.0,0,7.0,8.0,27.0,2,18.5,4,1,1,2,9,1,0,0,3.7,Good
80,150,18,51.0,31.0,0,0,100.0,7,7.0,12,31.0,0.0,30.0,0,0,0,41,71,2,5,1,22.6,Bad
86,219,97,83.0,17.0,0,0,94.0,8,4.0,6.0,17.0,2,35.0,0,0.0,0,0.2,0.1,2,8,2,57,Bad
58.0,120,2,62.0,30.0,0,0,94.0,1,4.0,4,32.0,4,6.25,9,0.0,0,30,70,5,2,1,15.63,Bad
86,240,12,62.0,35.0,0,0,100.0,0,6.0,0,36.0,2,30.0,6,1,0.0,4,2,8,4,2,56,Bad
0,288,7.0,102.0,16.0,0,0,100.0,0,7.0,0,16.0,0,0,0,0,0,0,0,2,0,0,0,Good
80.0,261,12.0,104.0,22.0,0.0,0.0,100.0,0.0,7.0,0.0,22.0,5.0,15.0,2.0,1.0,0.0,30.0,76,3,2.0,1.0,22.73,Good
61.0,200,10.0,104.0,20.0,0,0.0,86.0,2,4.0,6.0,22.0,5,36.0,12,0.0,0,55,89,4,2,1,27.27,Bad
78,210,12,61.0,16.0,0.0,0,94.0,5,4.0,6.0,17.0,5,18,0,2,2,64,56,9,3,1,70.6,Bad
0,289,0,71.0,20.0,0,0,100.0,0,7.0,0,14.0,3.0,7.14,6,1,1,0,0,3,1,0,28.57,Good
