ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
75.0,177,2.0,84.0,28.0,0.0,0.0,100.0,0,0,8.0,31,3.0,32.0,0,0,0.0,44,97,6,3,3,77,Bad
65.0,184,3.0,35.0,8.0,0.0,0.0,100.0,0,7.0,0,8,5,75.0,30,1.0,0,0.35,0.25,2,4,1,75.0,Bad
74.0,297,27.0,94.0,20.0,18,2.0,86.0,22,6.0,2.0,40,0,55.0,0,1.0,1.0,7.5,47.5,3,19,0,55,Good
72.0,73,11.0,36.0,7.0,0.0,0.0,100.0,0,0,0,12,1.0,57.0,0,1,1.0,0,63,1,3,0,33.33,Bad
79.0,231,16.0,112.0,21.0,0,0.0,100.0,0,0,8.0,28,3,19.0,16,1,0,25,5,7,1,1,64,Good
71.0,132,2.0,53.0,10.0,0,0.0,85.0,23,6.0,5.0,100,0,46.0,0,1.0,0,15,85,54,46,1,100,Bad
71.0,191,6.0,74.0,33.0,2.0,1.0,91.0,1,0.0,2.0,35.0,3.0,17.0,0,2.0,2.0,70.0,89,20,2,1,57.14,Bad
73.0,164,10.0,75.0,100,0,0.0,100.0,0,7.0,8.0,100,0,29.0,1,0,1.0,76,14,75,0,0,75,Bad
73.0,64,3.0,29.0,5,0.0,0.0,100.0,0,7.0,0,5,2.0,38.0,0,4.0,4.0,22,15,3,2,0,100,Bad
77.0,179,4.0,59.0,44.0,0.0,0.0,93.0,59,6.0,6,50,3.0,56.0,0,3,2.0,10,5,3,1,2,45,Bad
79.0,233,3.0,83.0,47.0,0.0,0.0,100.0,0,7.0,0,17,3.0,28.0,0,8.0,8.0,91,91,6,5,2,63,Bad
56.0,166,2.0,55.0,28.0,2,2.0,78.0,1,1,1,31,3.0,28.0,1,1.0,0,43,85,13,4,4,81,Bad
67.0,114,5.0,52.0,13.0,1.0,0.0,67.0,30,2,5.0,15.0,2.0,13.0,5,1,1,0.73,0.13,11,2,2,86,Good
78.0,125,5.0,63.0,20,0,0.0,100.0,0,7.0,8.0,20.0,6,55.0,0,0.0,0.0,39,66,5,7,2,60.0,Bad
90.0,142,24.0,90.0,15.0,0.0,0.0,100.0,0,0,8.0,15.0,0,7.0,0,0.0,0,0.13,0.07,2,1,0,50,Good
65.0,228,5.0,69.0,24.0,1,2.0,85.0,3,0.0,2.0,30,1.0,31.0,7,0.0,0,0.20,0.10,3,2,1,16.67,Good
60.0,168,1.0,57.0,21,0.0,0.0,95.0,0,0,6.0,22.0,2,23.0,0,0,0,30.0,100,9,4,1,59.09,Bad
71.0,227,12.0,116.0,14,2.0,1.0,78.0,48,6.0,4.0,18.0,1,28.0,0,1,0,83,40,7,2,2,50.0,Good
