ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
0,0,0.0,47.0,18.0,0.0,0,100.0,0,7.0,0,19.0,0,0,0,0,7.0,36,60,2,0,0,0,Bad
0,0,0,79.0,12.0,0,0,93.0,10,4.0,0,15.0,1.0,0,3,0,1.0,0,0,4,0,3,83,Good
86,120.0,15.0,70.0,24.0,0.0,0.0,96.0,18,6.0,6.0,25.0,0.0,32.0,0,1.0,1.0,0.0,74,0,8.0,0.0,0.0,Good
86.0,310,10.0,123.0,22.0,0.0,0.0,100.0,0,7.0,0,22.0,5,9.09,0,2.0,1,0,0,1,2,0,13.64,Bad
85,153,12,62.0,8.0,2,0,75.0,11,4.0,4,8.0,1.0,25,0,0,0,17,83,2,2,1,50,Bad
0,0,0,53.0,33.0,0,0,100.0,0,7.0,8.0,33.0,0,21.0,0,0,0,0,0,2,1,0,36,Good
85,219,4.0,84.0,30.0,0,0,91.0,26,6.0,5.0,32.0,8,46.9,2,4.0,4,70,89,9,15,3,76,Good
76.0,240,12,95.0,12.0,0,0,92.0,11,4.0,4,12.0,0.0,33.33,0,0.0,0,0.2,0.1,1,0,0,8.33,Bad
0,0,0,48.0,18.0,0,0.0,100.0,0,7.0,0,46.0,0,50.0,8,0,0.0,0,53,2,0,0,4.35,Bad
54.0,200,30.0,132.0,8.0,0,0,47.0,4,3.0,3.0,19.0,4,30,5,0.0,0,40,60,2,3,1,26.3,Bad
86.0,30,9.0,62.0,6.0,0,0,100.0,7,7.0,8.0,2.0,1.0,50,1,1,1,7,5,1,0,0,25,Good
0,0,4.0,58.0,21.0,0,0.0,95.0,4,4.0,4,21.0,0,9.52,0,0.0,0,76,47,9,2,0,42.86,Bad
650,150,6,80.0,44.0,0,0,100.0,24,7.0,7,68.0,12,45.6,2,1.0,0,30,57,8,31,2,58,Good
720,150,5,99.0,36.0,0,1.0,85.0,10,4.0,5,40.0,3,28.0,0,0.0,0,0.45,0.15,9,16,1,63,Good
59.0,163,18.0,80.0,5.0,1.0,1.0,83.0,0,6.0,6.0,6.0,1,83.0,6,0.0,0,101,42,1,0,0,16.6667,Bad
0,59,0,59.0,22.0,0,0.0,100.0,0,7.0,7,22.0,2.0,41.0,0,0,0,56,54,6,5,1,50,Bad
89.0,200,10,107.0,21.0,0,0,100.0,0,7.0,8.0,2.0,1.0,14.0,0,0,0,6,71,2,0,0,100,Good
85,142,3.0,66.0,37.0,0,2.0,90.0,19,6.0,3.0,40.0,2,10,1,2.0,2.0,30,37,4,4,0,20,Bad
70,200,11.0,75.0,13.0,1.0,0,88.0,6,3.0,5,18.0,1.0,11.1,3,2.0,1,0.0,0.0,0,2,0,11.1,Good
0,311,0,117.0,40.0,0,0,100.0,0,7.0,0,45.0,0,42.0,0,0,0,0,0,4,0,0,0,Good
87.0,0,0,88.0,14.0,0,0,100.0,0,7.0,0,22.0,0,4.55,22,0,0,3,14,1,1,0,9.09,Good
73.0,0,0,92.0,14.0,1.0,0,94.0,32,6.0,5.0,17.0,3.0,0,0,0,0,46,46,2,0,0,0,Bad
