ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
75.0,177,2.0,90,28.0,0.0,0.0,100.0,0,7.0,8.0,31.0,0,32.0,0,0,0.0,44,0,24,3,3,77,Bad
65.0,184,3.0,93.5,8.0,0,0.0,87.5,0,7.0,8.0,8.0,3.0,50,0,1.0,1.0,103,82.4,1,4,1,100,Bad
74.0,180,14,94.0,20.0,0,0,86.0,6,6.0,2.0,22.0,0.0,55.0,0,1.0,1.0,8,5,3,3,0,55,Good
72.0,180,12,80,7.0,0.0,0,85,24,7.0,8.0,7.0,2,30,6,1.0,1.0,45,63,1,3,1,80,Bad
79.0,208,16.0,112.0,21.0,0.0,0,82,6,7.0,8.0,22.0,0.0,19.0,16,0.0,0.0,25,8,13,1,6,64,Good
71.0,225,2.0,98,10.0,0,0.0,85.0,12,6.0,5.0,13.0,2.0,46.0,0,1.0,1.0,36,85,4,2,1,100,Bad
71.0,191,6.0,74.0,33.0,2.0,1.0,91.0,1,0.0,2.0,35.0,24,17.0,0,3,2.0,29,12,16,2,1,50,Bad
73.0,219,1,75.0,7.0,0,0.0,100.0,0,7.0,8.0,7.0,2.0,29.0,1,1.0,1.0,76,14,1,2,1,75,Bad
73.0,96,4,29.0,13.0,0.0,0.0,100,0,7.0,8.0,13.0,2.0,15.38,0,4.0,4.0,22,100,3,2,0,63,Bad
77.0,179,20,100,44.0,0,0.0,93.0,0,6.0,6.0,45.0,3.0,56.0,0,2,2.0,10,65,20,1,0,45,Bad
79.0,233,3.0,83.0,47.0,0,0.0,100.0,0,7.0,8.0,68.0,3.0,28.0,0,8.0,8.0,33,5,37,6,0,63,Bad
56.0,166,2.0,55.0,28.0,3.0,2.0,78.0,0,4.0,2.0,32.0,0,28.0,0,1.0,1.0,43,0,13,4,0,81,Bad
67.0,180.0,5.0,70.0,13.0,0.0,0.0,80.0,30,6.0,5.0,15.0,2.0,13.33,5,0.0,0.0,69,33,4,2,1.0,86,Good
78.0,125,1,63.0,19.0,0.0,0.0,95.0,12,7.0,8.0,20.0,1.0,55.0,12,0.0,0.0,39,66,4,4,1,100,Bad
90.0,142,0,90.0,15.0,0,0,100.0,0,7.0,8.0,15.0,0,6.67,0,0.0,0.0,2,2,7.5,1,0,50,Good
65.0,150,12,69.0,24.0,0,0,80,24,0.0,2.0,27.0,5,31.0,7,0,0.0,13,66,12,2,3,46,Good
60.0,240,12,126,17.0,0.0,0,95.0,30,4.0,6.0,22.0,7.0,23.0,3,1,6.0,30,20,7,3,2,47,Bad
71.0,240,12,126,15.0,0,0,83.33,0,6.0,4.0,18.0,2,5.56,2,2.0,2.0,83,20,2,1,2,60,Good
63.0,170,7.0,91.0,27.0,8.0,8.0,71.05,0,6.0,2.0,38.0,1.0,5.26,0,1.0,1.0,64,83,6,2,0,90,Good
81.0,0,0,0,3.0,0.0,0,0,0,7.0,8.0,3.0,0.0,67.0,0,0,0.0,0,86,1,2,0,100,Bad
65.0,60,3.0,30.0,14.0,0.0,0.0,100.0,4.0,4.0,6.0,14.0,5.0,71.0,0.0,0.0,0.0,65,85,2,3,0,71,Bad
60.0,319,22.0,170.5,15.0,3.0,1.0,71.43,3,4.0,4.0,21.0,0.0,19.0,3,2.0,2.0,55,63,7,2,0,100,Good
65.0,240,6,123,21.0,1,0,91.3,4,4.0,6.0,23.0,2,13.0,2,1.0,1.0,40,30,4,3,2,64,Bad
60.0,199,28.0,93.0,11.0,2.0,2.0,73.33,6,4.0,2.0,15.0,0.0,53.0,0,1.0,0.0,34,61,5.0,3,0,50,Bad
85.0,210,21.0,97.0,15.0,0.0,0.0,100.0,180,7.0,8.0,31.0,3,27.0,12,1,1.0,5,4,19,8,1,60,Good
61.0,180,12,105.0,11.0,1.0,0,80,13,6.0,5.0,15.0,0.0,7,3,3.0,3.0,65,30,14,1,2,83,Good
85.0,219,12,97,13.0,0.0,0,100.0,0,7.0,8.0,13.0,1.0,54.0,0,0.0,0.0,30,15,3,1,0,67,Good
79.0,177,12,98.5,18.0,0,0,100.0,24,7.0,8.0,19.0,2.0,15.8,2,0,1.0,13,98,5,3,0,56,Good
71.0,96,4.0,43.0,15.0,0,0,80,24,6.0,6.0,15.0,1.0,20,2,2.0,2.0,44,30,3,3,0,75,Good
68.0,108,12,56.0,11.0,0,0,91.7,24,4.0,3.0,12.0,2,25.0,3,1.0,1.0,27,58,2,3,1,60,Good
80.0,117,0,0,22.0,0,0,96.0,0,6.0,6.0,23.0,0,17.0,0,0,1.0,2,0,0,1,0,25,Good
59.0,217,8.0,120.0,48.0,0.0,0.0,90.0,6.0,4.0,6.0,29.0,8.0,13.8,1.0,4.0,3.0,42,20.0,14,4,2.0,70,Bad
57.0,231,10.0,19.0,7.0,0,0.0,100.0,0,7.0,8.0,25.0,2.0,8.0,0,0,0.0,97,0,4,2,3,100,Bad
69.0,98,12,55.0,11.0,1.0,1.0,78.57142857142857,24,5.0,2.0,14.0,0.0,21.42857142857143,6,0.0,0.0,24,49,3,3,0,86,Good
66.0,163,19.0,73.0,14.0,0.0,0.0,93.0,0.0,6.0,6.0,14.0,0.0,64.0,0.0,0.0,0.0,51,0.0,2,2,2,67,Bad
71.0,145,0,53.0,33.0,0,0,100.0,0,7.0,8.0,33.0,3,33.0,0,7,6.0,31,25,4,3,0,39,Good
66.0,263,5.0,134.0,33.0,0,0.0,94.0,1,4.0,6.0,48.0,5,32.0,1,3,2.0,14,12,7,4,1,61,Good
88.0,180,6,84.0,15.0,0.0,0,100.0,0,7.0,8.0,15.0,2,53.0,4,1,1.0,2,2,2,2,0,50,Good
71.0,282,18,150,22.0,0.0,0.0,96.0,6,6.0,6.0,25.0,2,4.0,0,2.0,2.0,37,39,19,1,7,80,Bad
58.0,71,2.0,32.0,17.0,0,0,94.44,2,4.0,6.0,18.0,3.0,11.11,0,2.0,2.0,69,31,6,2,4,67,Bad
84.0,180,30,80,19.0,0.0,0,96,0,7.0,8.0,20.0,2,30.0,6,5.0,5.0,0,51,5,3,1,63,Good
79.0,164,40,102.0,23.0,0,0,96.0,8,6.0,5.0,29.0,0,15.0,2,2.0,2.0,9,5,11,2,1,44,Bad
84.0,84,12,37.0,7.0,0.0,0,100,7,7.0,8.0,7.0,4.0,14.29,1,3.0,3.0,16,5,2,1,0,75,Good
55.0,24,5.0,14.0,9.0,0,0.0,100.0,0,7.0,8.0,9.0,5.0,22.22,1,1.0,1.0,97,93,3,2,2,100,Bad
79.0,200,10.0,114.0,15.0,0,0.0,83.33,12,7.0,8.0,18.0,2,33.0,5,1.0,1.0,36,12,2,2,0,57,Good
67.0,219,12.0,97,19.0,0,0,100,7,7.0,8.0,19.0,0.0,15.79,12,0.0,0.0,90,30,16,3,0,100,Good
88.0,232,12,92.0,10.0,0,0,100.0,0,7.0,8.0,12.0,1,25.0,0,0.0,0.0,0,83,0,3,0,60,Good
