ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
87.0,240,10.0,120,32.0,0.0,0,100.0,0,7.0,0,33,5,13.0,3,2,1.0,0.25,0.15,1,2,0,27,Good
79.0,235,2.0,118.5,26,0.0,0.0,100.0,0,7.0,0,26,1,0,1,1,1.0,0.42,0,11,0,0,42,Good
85.0,240,6.0,110,12,0.0,0,100.0,0,6.0,0,14,2,14.3,0,0,2.0,0.25,0.10,5,1,1,50,Good
72.0,120.0,4.0,62.0,28.0,0.0,0.0,97.0,0.0,6.0,0.0,29.0,2.0,31.0,0,1.0,2.0,0.2,0.1,5,3.0,1,27.6,Good
59.0,0,11.0,0,0,1.0,1.0,76.0,0,4.0,0,43.0,0,0,0,0,1.0,63,0,7,0,4,0,Bad
77.0,220,2.0,100,5,0.0,0.0,100.0,0,7.0,0,5,5,0,0,1.0,1.0,25,0,5,0,1,100,Bad
76.0,219,15.0,97,10.0,2.0,2.0,91.0,40,6.0,6.0,12,3,18.0,2,1,0.0,0.20,0.10,0,2,0,16.67,Good
65.0,120,9.0,75.0,14.0,4.0,0,79.0,0,6.0,0,20,1.0,30,0,1,0.0,0.35,0.15,1,2,1,15,Bad
70.0,178,6.0,92.0,13,0.0,0.0,88.0,6,6.0,6.0,13,1,38.46,6,0.0,0.0,0.54,0.38,7,5,3,92,Bad
57.0,0,12.0,0,0,4.0,4.0,70.0,0,0.0,2.0,11.0,0,27.27,0,0.0,0.0,0,0,1,3,0,36.36,Bad
76.0,120,9.0,60,12,0.0,0,100.0,24,5.0,5,20,4,40,0,2,2.0,0.25,0.15,9,5,1,70,Good
60.0,240,3.0,85,13,0.0,0,81.0,0,4.0,6.0,16.0,2,37.5,4,2.0,2.0,65,20,2,3,1,63,Good
80.0,120,7.0,63.5,40.0,0.0,0,100.0,0,7.0,0,40,3,2.5,2,2,2.0,0.05,0.025,2,1,0,7.5,Good
86.0,219,10.0,97,12,0.0,0,100.0,0,7.0,0,15,2,20,6,1,0.0,0.3,0.5,2,3,0,33,Good
60.0,120,7.0,68.0,6,2.0,1.0,60.0,12,5.0,5,10.0,4,50.0,0,0.0,0.0,89,87,3,3,2,60,Bad
80.0,240,4.0,120,8,1.0,0,92.0,0,6.0,0,12,3,25,0,0,0.0,0.3,0.2,2,1,1,25,Good
