ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
73.0,300,12,156,12.0,0,0,77.0,4,4.0,6.0,16,0.0,6.25,0,0,2.0,7,0,0,1,0,67,Bad
91.0,210,24,98,9.0,0.0,0,100.0,0,7.0,8.0,12,3,25,180,1,1.0,1,0.5,8,2,0,80,Good
63.0,240,12,120,27.0,0,0,83.0,30,6.0,2.0,30,4.0,43.0,6,1,4.0,35,20,5,3,0,90,Bad
87.0,254,12,112,14.0,0,0.0,100.0,0,7.0,8.0,14.0,8,14.29,0,2,2.0,5,2,4,2,0,44,Good
86.0,240,12,126,17,0,0,94.0,30,6.0,5.0,18.0,2,5.56,6,0,0.0,7,1,7,1,0,42,Bad
64.0,200,16.0,106.0,8,0,0,88.0,6,6.0,3.0,8.0,0,50,5,1.0,1.0,0.8,0.5,4,4,2,100,Bad
67.0,219,12,97,26,0.0,0,96.0,26,6.0,6.0,27.0,5,4,12,3,2.0,34,12,3,1,2,33,Good
89.0,150,4.0,87.0,10,0,0,100.0,0,7.0,8.0,10,2.0,10,7,1,0.0,9,5,1,1,0,20,Good
73.0,160,6,85,12,1,1,86.0,12,4.0,6.0,14.0,2,14.0,1,2.0,2.0,15,5,6,1,1,40,Good
69.0,210,2.0,110,28.0,0,0.0,86.0,42,6.0,6.0,35,5,21.0,10,1,0.0,41,20,23,2,1,67,Good
64.0,240,12,126,20,0,0,98.0,1,4.0,6.0,21,1.0,28.0,1,2.0,2.0,59,30,10,3,4,62,Good
72.0,77,5.0,51.0,3,0,0,100.0,0,7.0,8.0,3,1.0,63.0,12,0.0,0.0,89,45,1,1,0,100,Bad
70.0,250,12,120,49.0,0,0,100.0,0,7.0,8.0,55,2,20,1,2.0,2.0,46,30,28,3,2,56,Good
67.0,0,0,0,0,0,0.0,100.0,0,7.0,8.0,0,0,0,0,0,0.0,86,0,0,1,1,67,Bad
83.0,240,12,126,7,0,0.0,100.0,0,7.0,8.0,7,2,28.57,1,1,1.0,7,48,2,2,1,57,Good
66.0,250,12,100,15,0,0,88.0,11,3.0,5.0,17,2,12.0,2,4,4.0,24,8,7,2,3,39,Good
69.0,210,3.0,100,20,1,0,74.0,12,6.0,5.0,27.0,5,37.0,2,2,2.0,48,15,2,1,1,27,Bad
69.0,96,10,53.0,24,0,0,100.0,0,7.0,8.0,24.0,4,12.5,14,0,0.0,51,30,11,3,3,60,Good
65.0,200,15.0,108,10,0,0,100.0,0,7.0,8.0,10,0.0,40,0,5.0,5.0,57,79,2,4,2,60,Good
76.0,212,0,0,21.0,0,0.0,100.0,0,5.0,7.0,21.0,0,0,0,0,0.0,40,0,0,2,0,90,Bad
55.0,47,7.0,30.0,5,0.0,0.0,77.0,7,4.0,6.0,7,2.0,42.86,999,0,0.0,93,7,2,3,2,75,Bad
56.0,148,0,59.0,13.0,0,2.0,75.0,0,0.0,2.0,0,0,0,0,1.0,1.0,86,0,3,2,1,71,Bad
72.0,240,12,100,10,0,0,87.0,60,6.0,6.0,12,1,20,6,1,0.0,30,15,9,2,1,91,Good
72.0,,,,,,,91.0,No Payment History,6.0,6.0,,,,,,0.0,No Revolving Burden,,No Revolving Accounts,3,No Bank Revolving,100,Bad
60.0,200,6.0,90,5,0,0,100.0,0,0.0,8.0,5,2,0,0,4,4.0,19,0,2,0,1,40,Good
80.0,0,1.0,0,0,0.0,0,92.0,0,6.0,6.0,0,0,0,0,0,2.0,4,0,3,3,1,75,Bad
63.0,180,12,96,4,0,0,60.0,6,6.0,4.0,5.0,1,40,3,1,0.0,0.4,0.2,3,2,1,100,Bad
72.0,240,48.0,60,1.0,0,0,0.0,12,6.0,6.0,5,1,20,1,2.0,2.0,0.3,0.2,2,1,1,100,Good
64.0,0,0,0,11.0,0,0,82.0,0,6.0,6.0,0,0.0,0,0,0,2.0,57,0,2,2,0,71,Bad
64.0,210,11.0,108.0,36,0,0.0,92.0,4,4.0,6.0,39.0,1.0,20.5,2,2,1.0,56,40,24,8,2,83,Good
72.0,150,12,30,8,0,0,93.0,27,6.0,6.0,10,2,20,3,1,1.0,40,5,5,1,1,100,Good
77.0,210,3.0,112.0,13,0,0,93.0,6,6.0,6.0,14.0,1.0,14.3,2,2,1.0,33,12,7,2,2,63,Good
87.0,210,0,0,16,0,0,100.0,0,7.0,8.0,16.0,0,6.25,0,0,0.0,19,0,7,1,0,50,Good
82.0,240,38.0,92.0,12,0,0,100.0,0,7.0,8.0,14,2,17.0,3,1,0.0,33,15,5,2,0,100,Good
70.0,201,0,0,0,7.0,0,75.0,0,6.0,2.0,0,0,0,0,0.0,0.0,2,0,0,1,0,50,Bad
80.0,180,12,90.0,24,0.0,0,92.0,24,6.0,6.0,24.0,5,12.5,6,2,1.0,3,2,9,3,0,50,Good
69.0,240,12,90.0,10,0,0,100.0,0,6.0,8.0,12,2,16.7,22,1,0.0,17,5,8,2,1,80,Good
73.0,150,12,47.0,12,0.0,0.0,89.0,6,6.0,6.0,12,2,25,1,2,2.0,17,93,9,3,1,100,Bad
70.0,0,0,0,0,0,0.0,100.0,0,7.0,8.0,0,0,27.0,0,0,1.0,99,6,0,1,2,100,Bad
62.0,240,12,130,41.0,0,0,67.0,24,4.0,5.0,45,3,40,8,1,3.0,7,6.5,4,4,0,53,Bad
89.0,240,12,80,8,0,0,100.0,12,7.0,8.0,10,2,20,30,1.0,1.0,10,5,5,1,0,60,Bad
85.0,386,1,189.0,26.0,0,0,100.0,7,7.0,8.0,25,2,4,7,0.0,0.0,12,5,5,1,0,24,Good
69.0,120,12,60.0,15,0,0,82.0,6,6.0,2.0,18.0,1.0,22.2,0,3.0,3.0,6,4,3,4,1,88,Bad
67.0,0,7.0,123.0,0,0,0,77.0,0,6.0,6.0,0,0,9.0,0,0,1.0,68,0,0,0,2,83,Bad
68.0,210,25,95.0,14,0,0,94.0,58,0.0,2.0,16,2,12.5,22,1,0.0,14,97,7,2,0,57,Bad
80.0,230,8,110,15,0.0,0,100.0,7,7.0,8.0,19.0,3,20,2,1,0.0,31,12,3,1,2,63,Good
68.0,150,12,81.0,18,0,0,90.0,58,6.0,5.0,20,2,29.0,6,1,1.0,54,30,15,2,1,85,Bad
78.0,240,12,126,4,0,0.0,100.0,0,7.0,8.0,4,1,50.0,0,0,0.0,0,0,0,2,0,50,Bad
80.0,250,6,110,20,0,0,100.0,0,7.0,8.0,22.0,4,9.1,1,1,1.0,37,15,17,1,1,83,Good
55.0,240,5.0,115,17.0,0,0,74.0,15,0.0,2.0,22,2.0,18.2,3,1,0.0,39,25,5,2,0,88,Bad
85.0,240,3.0,95,24,0.0,0,100.0,18,6.0,7.0,32.0,5,34.0,8,1,4.0,1,0.25,2,1,0,50,Good
68.0,209,5.0,107,43.0,5,1,88.0,13,5.0,5.0,49,1,6.12,13,1,1.0,51,4.13,34,3,2,76,Bad
68.0,0,0,60.0,0,1.0,0,100.0,0,6.0,8.0,0,0,35.0,0,0,2.0,43,0,0,2,0,89,Bad
78.0,240,12,86.0,12,0,0,94.0,30,5.0,7.0,13,2,39,2,1,0.0,9,80,9,4,0,67,Good
57.0,240,5.0,49.0,10,0,0,77.0,12,6.0,2.0,13,5,15.4,3,2,1.0,94,30,11,2,3,100,Bad
71.0,0,0,0,0,0.0,0.0,91.0,0,4.0,6.0,0,0.0,0,0,0,0.0,0,0,0,1,0,100,Good
85.0,240,12,126,20.0,0.0,0.0,100.0,0,7.0,8.0,20,5,20,3,2,2.0,9,4,6,4,0,50,Good
70.0,180,12,55.0,10,0,0,100.0,120,7.0,8.0,10,2,30,2,1,1.0,43,30,7,3,2,100,Bad
60.0,296,8.0,87.0,12,0,0,79.0,1,0.0,2.0,15,2,20.0,1,1,1.0,41,15,5,3,3,54,Good
62.0,133,6.0,53.0,4,0,0,80.0,4,4.0,6.0,5,1,20.0,3,2,1.0,0,0.2,2,1,0,60,Bad
80.0,161,8.0,84.5,18.0,0,0,94.0,6,6.0,6.0,18,1,25.0,0,4,4.0,7,2.33,3,1,0,100,Good
73.0,200,10,93.0,9,0,1.0,95.0,3,6.0,6.0,10,2,50.0,2,1,1.0,33,75,1,5,0,60,Bad
91.0,,,,,,0.0,100.0,Never Had Delinquency,7.0,8.0,9.0,,,No Inquiry Record,,0.0,3,No Installment Burden,,No Installment Loans,0,25,Good
67.0,220,2.0,111,11,0.0,0,95.0,71,6.0,6.0,12,1,8.33,0,1.0,1.0,34,10,5,1,1,50,Good
72.0,210,12,111,8,0,2.0,100.0,999,0.0,8.0,12,2,30,999,0.0,0.0,3,1.5,1,0,0,11,Bad
77.0,131,0,0,0,0,0,90.0,15,6.0,3.0,0,0,0,0,0,0.0,3,0,1,1,0,40,Good
47.0,120,120,120,1.0,0,0,0.0,0,4.0,6.0,1,1,0,1,2,2.0,93,0,1,0,1,100,Bad
72.0,111,,,,,,100.0,Never Had Delinquency,7.0,8.0,,,,,,0.0,50,,,2,2,57,Good
65.0,15,2,8.5,8.0,0,0,100.0,0,7.0,8.0,10,3,20,1,3,3.0,31,15,5,2,0,70,Bad
63.0,180.0,6.0,93.0,53,0,0,88.0,12.0,4.0,2.0,60.0,20,5.0,3.0,1,1.0,52,92,39,3,1,70,Bad
90.0,250,12,120,19.0,0,0,100.0,0,7.0,8.0,24,2,8.33,3,1,0.0,4,85,5,2,0,29,Good
