ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
75.0,240,12,84.0,28.0,0.0,0.0,100.0,0,7.0,7,31.0,5,32.0,3,1,1,30,97,6,8,1,77,Bad
65.0,70,1,35.0,8.0,0.0,0,100.0,0,7.0,7,8.0,3.0,50,1,2,2,30,89,1,4,1,100,Bad
86,219,12,94.0,20.0,0,0,86.0,22,6.0,2.0,22.0,0.0,41.4,0,0,0,8,56,3,9.1,0,55,Good
86,120,11.0,36.0,7.0,0.0,0,100.0,24,7.0,8.0,7.0,2,42.86,6,1,0,45,63,1,3,1,57.14,Bad
73,231,18,112.0,21.0,0,0,100.0,0,7.0,8.0,22.0,4,22.73,16,1,1,0.35,0.25,7,5,2,54.55,Good
71.0,100,5,53.0,10.0,0,0,85.0,23,6.0,5.0,13.0,2.0,15.38,0,0,0,15,85,4,2,1,46.15,Bad
0,0,6.0,74.0,33.0,0,0,91.0,1,0.0,0,35.0,0,17.0,0,0,2.0,0,89,4,13.5,1,50,Bad
85,150,6,75.0,7.0,0.0,0,100.0,0,7.0,0,7.0,2,28.6,1,1.0,1,20,14,1,2,0,14.3,Bad
73.0,64,3.0,29.0,13.0,0,0,100.0,0,7.0,0,13.0,13,38.46,0,5,4.0,0,100,3,5,0,63,Bad
77.0,219,30,59.0,44.0,0.0,0.0,93.0,59,6.0,6,45.0,3.0,2.22,0,1,0,10,65,3,1,0,45,Bad
0,0,3.0,83.0,47.0,0,0,100.0,0,7.0,0,68.0,0,28.0,0,8.0,0,0,91,6,0,0,63,Bad
71,219,12,55.0,28.0,3.0,0,78.0,1,4.0,6,32.0,5,28.0,1,1.0,1.0,43,85,13,9,4,68.8,Bad
78,114,30,52.0,13.0,0,0,67.0,30,6.0,5.0,15.0,2,20.0,5,1,0,0.35,33,4,3,2,46.7,Good
