ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
86,30,10.0,111.0,20,0,0,80,5,7.0,8.0,32.0,2.0,13.0,3,1.0,0,2,0.1,1,3,0,27,Good
88,220,2.0,105.0,67.0,0,0.0,100.0,0,7.0,8.0,47.0,4.0,3.0,1,1,1.0,9,2,11,1,0,42,Good
85.0,219,6.0,104.0,35.0,0,0,100.0,0,6.0,7.0,38.0,2.0,43.0,0,2,2.0,4,0,5,1,0,50,Good
,118,4.0,61.0,,,,,No Payment History,6.0,6.0,29.0,2.0,55.0,0,,2.0,37,,5,16,1,72.41,Good
59.0,243,11.0,127,41,1.0,1.0,93.0,4,4.0,6.0,43.0,1.0,50.0,0,2,1.0,63,78,7,4,3,86,Bad
77.0,220,2.0,0,38.0,0.0,0.0,0,0,7.0,8.0,40.0,1.0,53.0,0,0,1.0,25,0,5,0,1,0,Bad
86,157,15.0,93.0,10.0,0,1.0,90,40,6.0,5.0,11.0,0.0,18.0,30,0.0,0,0,0,0,0,0,0,Good
86,125,9.0,67.0,14,4.0,1.0,73.7,16,6.0,3.0,19.0,1.0,53.0,0,0,0.0,85,45.0,1,5,0,31.6,Bad
70.0,178,6.0,114.0,14,0.0,0,88.0,6,6.0,6.0,16.0,2.0,31.0,0,0.0,0.0,43,16,7,3,3,92,Bad
57.0,120,12.0,63.0,7,4.0,2,63.6,24,0.0,2.0,11.0,0.0,60.0,0,0.0,0.0,38,78,1,2,1,27.3,Bad
72,152,9.0,80.0,48,0,0.0,100.0,180,5.0,8.0,49.0,2.0,20.0,0,1,0,22,12,9,6,2,37,Good
60.0,160,3.0,81.5,13,2,1,81.25,6,4.0,6.0,16.0,4.0,31.0,4,3,2.0,65,74,2,3,1,63,Good
80.0,137,7.0,72.0,43,0.0,0.0,100.0,0,7.0,8.0,43.0,1.0,26.0,2,2.0,2,29,8,2,1,1,7.0,Good
86.0,220,10.0,113.0,26.0,0,0.0,100.0,15,7.0,8.0,32.0,2.0,27.0,2,1.0,0,13,50,2,3,0,15.6,Good
60.0,150,7.0,68.0,8,2.0,2,80,30,5.0,3.0,10.0,1.0,50.0,0,0.0,0.0,89,87,3,3,1,60,Bad
80.0,322,4.0,103.0,26,0,0.0,92.0,21,6.0,5.0,26.0,1.0,12.0,0,0,0,2,0,2,1,1,7.7,Good
82.0,220,4.0,112,24.0,1.0,1,96.0,50,6.0,5.0,25.0,4.0,52.0,4,1.0,1,2,2,1,13,0,56,Good
95,247,21.0,99.0,28.0,0,0,100.0,0,7.0,8.0,32.0,0.0,32.0,15,1,1,20,30,5,3,1,25,Good
80,180,0.0,45.0,14.0,0.0,0,90,0,7.0,8.0,16.0,3.0,44.0,0,2.0,2.0,25,20,2,2,0,25,Bad
0,277,6.0,141.5,28,0.0,0,71.0,3,4.0,6.0,28.0,1.0,54.0,5,0.0,0,52,0,5,0,0,17.86,Bad
70.0,220,6.0,98,20,0.0,0.0,100.0,0,7.0,8.0,25.0,1.0,28.0,0,1.0,1.0,86,45,9,1,5,92,Bad
