ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
81.0,119,10.0,55.0,7.0,0.0,0.0,100.0,0,7.0,8.0,7.0,1.0,100,0,3.0,2.0,0,0,0,2,0,67,Good
76.0,200,1.0,108.0,57.0,0.0,0.0,100.0,12,7.0,8.0,61.0,3,56.0,0,4.0,4.0,51,30,7,29,4,84,Bad
72,83,7.0,48.0,7,1.0,0.0,87.5,40,6.0,5.0,8.0,1.0,13.0,2,1.0,1.0,38,15,3,1,0,67,Bad
91.0,454,89.0,173.0,12,0.0,0.0,100,12,7.0,8.0,12,0,0,0,1.0,1.0,1,0,4,0,0,33,Bad
61.0,180,4.0,64.0,26,0.0,0.0,93.0,9,4.0,6.0,28.0,3.0,46.0,0,0.0,0.0,52,95,10,2,4,86,Bad
78,180,3.0,51.0,40.0,1.0,1.0,87.0,1,4.0,4.0,45.0,4.0,11.1,0,2.0,2.0,75,85,5,5,2,63,Bad
82.0,297,38.0,130.0,11,0.0,0.0,100.0,0,7.0,8.0,11.0,0.0,18.0,0,0.0,0,32,0,4,2,1,56,Good
70,153,3.0,48.0,17.0,0.0,0.0,88.0,4,4.0,6.0,17.0,1.0,47.0,0,3.0,3.0,44,94,3,3,0,35.3,Bad
72.0,157,1.0,66.0,48.0,0.0,0.0,90.6,22,6.0,6.0,53.0,6.0,17.0,0,1.0,1.0,16,7.1,5,4,2,39,Good
72.0,248,23.0,115.0,19.0,2.0,1.0,88.0,21,6.0,2.0,24.0,0.0,8.33,0,0.0,0.0,25,16.67,3,2,0,56,Bad
