ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
65.0,218,95,109.0,10.0,4.0,4,59,39,6.0,4.0,17.0,4,18.0,3,1.0,1.0,27,18,9,2,1,50,Good
70.0,270,9.0,76.0,14.0,0.0,0.0,100.0,12.0,7.0,8.0,14.0,2.0,7.14,0.0,0.0,0.0,59,90,6,1,4,54,Bad
65.0,38,0,28.0,5.0,0,2.0,100.0,0,6.0,8.0,5.0,0.0,40,1,2.0,2.0,99,40,1,2,0,100,Bad
55.0,93,7.0,45.0,32.0,0,0.0,96.97,8,4.0,6.0,33.0,4.0,58.0,7,0.0,0.0,100,0,2,7,0,100,Bad
67.0,150,6.0,37.0,23.0,2.0,2,88.0,0,6.0,2.0,26.0,2,42.0,0,0.0,0.0,31,20,17,3,1,67,Bad
58.0,120,1.0,80,3.0,0,0,75,0,7.0,8.0,4.0,0,25,1,4.0,4.0,85,30,1,1,1,75,Bad
77.0,180,31.0,90,16.0,0,1.0,94,6,6.0,6.0,16.0,0.0,31.0,0,0.0,0.0,11,5,3,2,0,71,Good
81.0,266,2.0,134.0,29.0,0.0,0.0,100.0,266.0,7.0,8.0,30.0,4.0,20.0,0,1.0,1.0,9,88,19.0,6,0,83,Good
71.0,240,14.0,109.0,25.0,0,0,80,24,7.0,8.0,32.0,0.0,5,19,2,0.0,66,20,5,1,2,44,Good
75.0,422,1.0,91.0,55.0,0,0.0,100.0,0,7.0,8.0,57.0,2,33.0,0,4,4.0,2,0,12,2,18,57,Good
60.0,84,9.0,42.0,10.0,3.0,2.0,50.0,17,6.0,2.0,14.0,5,86.0,0,1,2.0,0,56,0,2,1,50,Bad
88.0,133,14.0,83.0,19.0,0.0,0.0,100.0,24,7.0,8.0,47.0,0,32.0,2,1,1.0,4,2,2,1,1,43,Good
82.0,190,10.0,100,28.0,0.0,0,100.0,0,7.0,8.0,28.0,5,7.14,0,0.0,0.0,32,50,12,2,0,50,Good
83.0,238,3.0,120.5,54.0,0.0,0,100.0,3,7.0,8.0,56.0,5,27.0,3,2,1.0,8,2,23,3,1,47,Good
89.0,200,12,106,7.0,0.0,0,100,0,7.0,8.0,7.0,0.0,57.0,6,1.0,1.0,8,5,2,1,0,100,Good
68.0,180,1.0,90,6.0,0,0,80,0,6.0,4.0,11.0,1.0,45.0,2,3.0,3.0,13,12,1,3,1,57,Bad
89.0,306,36,171,20.0,0,0,85,5,7.0,8.0,24.0,0.0,17.0,0,0.0,0.0,10,7,11,1,2,50,Bad
56.0,240,12,120,29.0,3.0,3,78.0,0,0.0,2.0,30.0,2.0,59.0,2,2.0,2.0,6,75,8,5,1,60,Bad
70.0,84,12,42.0,8.0,0,0.0,100,0,7.0,8.0,8.0,1,12.5,0,0.0,0.0,95,5,3,1,2,67,Bad
86.0,204,13.0,65.0,38.0,0,0,100.0,0,7.0,8.0,34.0,0,0,12,0,0.0,0,0,0,1,0,13,Good
89.0,0,0,0,6.0,0.0,0,0,0,7.0,8.0,7.0,1.0,0,11,0.0,0.0,13,0,1,1,0,67,Good
60.0,439,12.0,185.0,17.0,0.0,0.0,100.0,11,4.0,6.0,19.0,0.0,21.0,0,2.0,2.0,80,30.0,6,1,0.0,80,Bad
70.0,108,0,0,45.0,0.0,0.0,98.0,0,4.0,6.0,49.0,0,65.0,7,0,0.0,23,0,2,3,0,50,Bad
78.0,241,2.0,74.0,25.0,0.0,0.0,100.0,0.0,7.0,8.0,27.0,2.0,19.0,0.0,0.0,1.0,30,0.0,3,1,0.0,31,Good
88.0,163,0,87.0,9.0,0.0,0,0,0,6.0,6.0,10.0,0,20.0,0,0,0.0,2,0,0,0,0,40,Bad
55.0,0,0,0,18.0,1.0,1.0,0,1,4.0,6.0,18.0,1.0,0,0,9.0,9.0,83,62,7,2,4,90,Bad
73.0,120,8.0,60.0,22.0,0.0,0.0,100,6,6.0,6.0,22.0,2.0,13.64,0,0.0,0.0,58,58,3,3,3,67,Bad
87.0,353,6,180,17.0,0.0,0,100.0,0,7.0,8.0,17.0,2,12.0,2,0,1.0,3,2,6,1,0,44,Good
59.0,184,12,98,21.0,0,0,91.0,13,0.0,6.0,24.0,1,55.0,0,5.0,5.0,0,20,9,5,0,60,Good
72.0,230,11.0,77.0,22.0,0.0,0,90,0,4.0,6.0,23.0,5,48.0,0,4.0,4.0,31,30,18,4,3,78,Good
74.0,120,6,34.0,6.0,0,0,80,12,7.0,8.0,9.0,1,22.2,0,3.0,3.0,56,100,2,1,0,75,Good
85.0,219,5,97,33.0,0,0,100.0,0,7.0,8.0,23.0,0,12.0,5,0,2.0,1,0,21,2,0,21,Good
84.0,128,12,70,13.0,0.0,0.0,100.0,0,7.0,8.0,14.0,2,7.0,0,3.0,3.0,0,93,4,1,0,33,Good
57.0,81,6.0,43.5,22.0,0,0.0,100,12,5.0,6.0,22.0,3.0,27.27,0,1.0,1.0,100,0,7,6,5,93,Bad
71.0,200,12,91.0,16.0,0,0,88.0,22,6.0,6.0,17.0,1.0,35.3,4,2,0.0,31,15,8,6,1,83,Good
66.0,123,4.0,63.5,22.0,0,0.0,100.0,7,7.0,8.0,22.0,4.0,4.5,6,2.0,2.0,76,10.9,7,1,5,75,Bad
57.0,171,5.0,62.0,33.0,0,0.0,97.0,0,4.0,6.0,34.0,5,26.0,0,4,4.0,11,6,11,2,2,39,Good
69.0,246,2.0,70.0,34.0,0.0,0.0,100.0,0.0,7.0,8.0,35.0,0.0,0.0,2,0.0,1.0,24,0.0,0.0,0.0,0.0,65,Good
83.0,200,20,151.0,10.0,0.0,0,100,38,6.0,6.0,10.0,0,0,0,0,0.0,5,0,3,0,0,33,Bad
71.0,129,0.0,58.0,46.0,0.0,0.0,100.0,7.0,7.0,8.0,39.0,5.0,13.0,2.0,5.0,4.0,42,20.0,3,5,1,60,Bad
67.0,250,6.0,103.0,26.0,0.0,0.0,100.0,1,4.0,6.0,26.0,1.0,35.0,0,0.0,0.0,79,60,4,2,2,75,Bad
59.0,180,13.0,80,15.0,2,3.0,85,12,6.0,6.0,18.0,0.0,27.0,0,3,2.0,41,31,13,2,4,71,Bad
73.0,120,6,55,14.0,1.0,1,82.0,24,4.0,5.0,17.0,2,29.0,0,0.0,0.0,18,10,3,2,0,56,Good
70.0,150,12,77.0,28.0,0,0.0,100.0,0,7.0,8.0,29.0,5,7,1,4,3.0,63,30,1,2,1,31,Good
71.0,206,0,71.0,26.0,3.0,3.0,92.0,35,6.0,6.0,26.0,3.0,42.0,0,3.0,3.0,43,35,14,4,2,64,Bad
78.0,110,30,60,17.0,0,0,80,6,6.0,6.0,17.0,6.0,5.9,1,1,1.0,4,4,4,1,0,55,Good
62.0,250,45,110,14.0,0.0,0.0,86.0,3,4.0,6.0,18.0,3.0,22,2,1,2.0,71,93,2,3,1,83,Bad
57.0,210,40,80.0,11.0,0,0.0,68.75,2,3.0,5.0,16.0,3,25.0,5,1,1.0,39,25,2,1,0,60,Bad
54.0,253,6.0,130,59.0,0,0.0,71.0,0,3.0,2.0,66.0,5.0,76.0,0,0,0.0,45,,45,2,5,71,Bad
85.0,180,12,85.0,32.0,0,0,100.0,0,7.0,8.0,32.0,5,19,2,2,1.0,0,0,3,1,0,24,Good
60.0,210,7.0,69.0,19.0,1,2.0,80,12,3.0,4.0,24.0,1.0,38.0,0,6,6.0,0,0,1,5,0,25,Bad
57.0,0.0,3.0,0.0,16.0,0.0,2.0,94.0,9,4.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,85,0.0,6,2,3,89,Bad
60.0,240,12,72.0,14.0,1.0,1.0,56.0,0,4.0,3.0,16.0,1.0,31.0,6,1,0.0,33,12,4,1,0,71,Bad
70.0,185,6,75.0,36.0,0,0.0,97.0,72,6.0,6.0,37.0,1.0,13.5,1,3.0,3.0,67,28,12,5,5,85,Bad
71.0,150,9.0,87.0,12.0,0,0.0,92.3,56,6.0,6.0,13.0,1.0,23.1,12,0.0,0.0,92,83,2,3,1,83,Good
69.0,199,2.0,83.0,61.0,0,1.0,100.0,1,6.0,8.0,23.0,3,17.4,1,4,3.0,14,8,4,4,2,33,Good
69.0,260,12,127.0,22.0,0,1.0,95.0,8,6.0,6.0,22.0,3,41.0,4,2,0.0,16,64,7,3,1,73,Good
91.0,219,30,209.0,6.0,0,0,85.71,12,7.0,8.0,7.0,1,0,0,0,0.0,0,0,0,0,0,0,Bad
59.0,150,12,113.0,25.0,0,0,83.0,6,4.0,2.0,29.0,5,30,4,2,1.0,2,67,11,2,3,44,Bad
78.0,395,1.0,99.0,20.0,0,0.0,100.0,0,7.0,8.0,22.0,2,4.5,2,1.0,1.0,42,10,9,1,2,45,Good
83.0,210,2,100,32.0,0,0.0,85,12,6.0,6.0,32.0,1.0,19.0,0,0,0.0,2,61,17,4,0,54,Bad
65.0,210,8,59.0,6.0,0,0,71.4,12,6.0,8.0,7.0,2,0.0,1,4.0,3.0,75,0,2,0,1,50,Bad
75.0,169,2.0,85.5,21.0,0.0,0.0,100.0,0,7.0,8.0,22.0,4.0,27.27,2.0,4.0,4.0,43,15,12,6,0,83,Bad
84.0,0,0,103.0,17.0,0.0,0,0,0,7.0,8.0,17.0,0,0,0,1.0,1.0,16,0,1,2,0,30,Good
89.0,277,4.0,140.5,25.0,0.0,0.0,100.0,0,7.0,8.0,27.0,1,30.0,4,1.0,1.0,2,9,6,2,0,30,Good
70.0,187,13.0,51.0,31.0,0.0,0,100.0,0,7.0,8.0,31.0,0.0,19.35,0,6.0,6.0,41,71,2,6,1,62,Bad
66.0,160,7.0,83.0,17.0,0,0,100,8,4.0,6.0,17.0,1.0,35.0,12,0.0,0.0,64,35,2,1,2,57,Bad
58.0,247,2.0,62.0,30.0,0.0,0,94.0,1,4.0,6.0,32.0,4.0,34.0,9,1,0.0,62,70,5,2,2,89,Bad
81.0,154,7.0,80.5,35.0,0.0,0.0,95.0,154,6.0,7.0,36.0,5,17.0,154,0.0,0.0,4,2,20,2,0,56,Bad
92.0,200,7.0,102.0,16.0,0,0,100.0,0,7.0,8.0,16.0,1,6.0,0,0,0.0,1,0,4,1,0,29,Good
80.0,0,0,0,22.0,0,0,100.0,0,7.0,8.0,22.0,0,9.09,180,1.0,1.0,39,76,14,2,1,71,Good
61.0,205,3,104.0,20.0,0,0.0,100,2,4.0,6.0,22.0,1.0,13.64,0,0.0,0.0,90,10,19,3,2,100,Bad
60.0,0,4.0,0,16.0,0.0,0.0,94.12,0,4.0,6.0,17.0,2.0,17.65,0,1.0,1.0,64,56,9,3,0,100,Bad
82.0,289,6,71.0,20.0,0,0,86,6,7.0,8.0,14.0,2,45.0,6,0.0,0.0,19,10,8,1,0,57,Good
