ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
72.0,166,0.0,47.0,16,0.0,0,84.2,7,7.0,8.0,19.0,3.0,68.0,0,7.0,6,36,60,2,8,1,52.6,Bad
62.0,220,3.0,112,14,0.0,0.0,93.3,4,4.0,6.0,15.0,1.0,21.0,3,1.0,1.0,93,20,4,1,3,83,Good
79.0,140,15.0,70.0,24.0,0,0,96.0,18,6.0,5.0,25.0,0.0,32.0,0,0,0,0,0,0,5.5,0,22,Good
86.0,240,10.0,123.0,22.0,0,0.0,81.0,7,7.0,8.0,22.0,1.0,32.0,0,1,1,3,2,1,5,0,27.27,Bad
69.0,180,10.0,95,8.0,0.0,0,75.0,11,4.0,6.0,8.0,1.0,50.0,0,1,1,51,83,2,2,1,50,Bad
77.0,195,3.0,53.0,33.0,0.0,0.0,100.0,0.0,7.0,8.0,33.0,8.0,21.0,2.0,3.0,2.0,1,0.5,2,1,0,36,Good
59.0,20.0,4.0,120.0,30.0,0,0,91.0,2.0,6.0,5.0,32.0,3.0,44.0,2,4.0,3,41,89,9,13,3,76,Good
76.0,169,32.0,100.5,12.0,0.0,0.0,92.0,11,4.0,6.0,12.0,0.0,50.0,0,0.0,0.0,3,2.0,1,2,1,25.0,Bad
76.0,194,10.0,86,18.0,0,0.0,100.0,0,7.0,8.0,46.0,1.0,50.0,8,0,0,1,1,2,0,1,4.35,Bad
86,316,30.0,97,8.0,6,6.0,85,4,3.0,3.0,19.0,0.0,47.0,5,0.0,0.0,38,60,2,2,0,57,Bad
