ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
81.0,120,12,55.0,7.0,0.0,0,100.0,0,7.0,8.0,7.0,1.0,28.6,0,2,2.0,0,90,5,2,0,67,Good
76.0,210,1.0,108.0,57.0,0,0.0,100.0,12,7.0,8.0,61.0,4,14.75,2,4.0,4.0,51,30,42,9,4,84,Bad
70.0,120,6,63,7.0,1.0,1,87.5,40,6.0,5.0,8.0,1.0,12.5,1,1.0,1.0,38,12.67,3,1,0,67,Bad
91.0,250,89.0,173.0,9.0,0.0,0,100,0,7.0,8.0,9.0,0,33.0,0,2,1.0,1,1,1,2,0,33,Bad
61.0,250,1,120,28.0,0.0,0,93.0,9,4.0,6.0,28.0,3.0,46.0,0,1,0.0,52,95,10,2,0,86,Bad
44.0,219,3.0,51.0,40.0,1,1.0,87.0,1,4.0,4.0,45.0,5,58.0,0,2.0,2.0,75,25,5,5,1,63,Bad
82.0,215,10,96,11.0,0.0,0,100.0,0,7.0,8.0,11.0,2,18.0,0,0.0,0.0,32,15,4,1,1,56,Good
63.0,153,3.0,48.0,17.0,0,0,100,4,4.0,6.0,17.0,1.0,17.65,0,3.0,3.0,44,94,3,3,0,50,Bad
72.0,157,1.0,79.0,48.0,0,0.0,96.0,22,6.0,6.0,53.0,8,15.1,0,2,1.0,16,84,17,4,5,39,Good
72.0,200,30,115.0,19.0,2,1.0,90,6,6.0,2.0,24.0,3,29.0,12,0.0,0.0,25,10,11,2,0,56,Bad
66.0,464,2.0,0,23.0,0,0,96.0,15,6.0,6.0,26.0,2.0,31.0,0,2.0,2.0,79,36,6,2,3,80,Bad
77.0,264,4.0,78.0,35.0,0.0,0.0,100.0,0,7.0,8.0,35.0,7.0,6.0,0,2,1.0,11,2,14,2,4,47,Bad
63.0,148,4.0,72,13.0,0,0.0,100,43,6.0,6.0,13.0,1.0,54.0,1,1.0,1.0,92,70,3,3,0,100,Bad
77.0,154,2,78.0,27.0,0,0,100.0,0,7.0,8.0,28.0,2,29.0,0,0.0,0.0,39,5,14,3,1,62,Good
55.0,241,5.0,89.0,11.0,3.0,2.0,71.0,2,4.0,3.0,14.0,1.0,14.29,90,1.0,1.0,78,22,10,2,2,83,Bad
61.0,84,13.0,31.0,9.0,0.0,0.0,100,0,6.0,6.0,9.0,0,33.0,0,0.0,0.0,81,19,5,1,3,100,Bad
63.0,0,0,34.0,3.0,0,1.0,0,0,7.0,8.0,4.0,0,0,0,0,0.0,68,0,3,0,0,100,Bad
91.0,240,12,99.0,11.0,0.0,0,100,120,7.0,8.0,0.0,1.0,20,0,3.0,3.0,0,0.2,0,1,0,50,Good
82.0,266,6.0,81.0,28.0,0.0,0.0,100.0,0.0,7.0,8.0,28.0,1.0,29.0,0,1.0,1.0,12,7.0,3,2,1,46,Bad
81.0,181,12,62.0,24.0,0.0,0.0,100.0,0,7.0,8.0,25.0,2,25.0,22,0,0.0,17,2,12,2,0,56,Good
85.0,223,3,113,27.0,0.0,0,96.0,6,6.0,6.0,28.0,3,7.1,2,1.0,1.0,6,66,12,2,2,50,Good
54.0,188,1.0,73.0,35.0,0.0,0.0,87.0,0,4.0,6.0,38.0,4.0,13.16,1.0,13.0,12.0,103,19.07,22.0,5,4,71,Bad
75.0,48,4.0,48.0,17.0,0,0,100.0,0,7.0,8.0,18.0,1,11.11,0,0,0.0,49,36,11,2,0,71,Good
67.0,147,2.0,62.0,32.0,1.0,1.0,94.1,2.0,1.0,3.0,34.0,4.0,47.0,2.0,0.0,0.0,34,16.0,5,4,0,64,Good
83.0,0,0,0,18.0,0,0,100.0,0,7.0,8.0,32.0,0,61.0,7,0,0.0,3,67,0,4,0,63,Good
78.0,200,1,100,8.0,0.0,0.0,100.0,7,7.0,8.0,9.0,3.0,22,1,1.0,1.0,23,19,6,2,2,86,Bad
89.0,0.0,0.0,141.0,15.0,0.0,0.0,0.0,0.0,7.0,8.0,15.0,0.0,27.0,0.0,0.0,0.0,7,0.0,2,1,0,43,Good
92.0,233,25.0,152.0,35.0,0.0,0.0,100.0,0,7.0,8.0,36.0,0,2.78,0,0,0.0,0,0,13,1,0,38,Good
78.0,265,40,143.0,37.0,0.0,0,100.0,0,7.0,8.0,38.0,0.0,21.0,0.5,3.0,3.0,47,15,23,1,7,63,Good
66.0,200,15.0,43.0,13.0,0.0,0,100.0,12,7.0,8.0,14.0,2,23.0,0,0.0,0.0,68,64,10,1,1,75,Good
74.0,200,3.0,65.0,24.0,0.0,0.0,96.0,6,6.0,6.0,25.0,2.0,24,0,0.0,0.0,48,81,7,6,0,81,Bad
83.0,219,11.0,97.0,46.0,0.0,0.0,100.0,0,7.0,8.0,48.0,1.0,69.0,17,1,0.0,13,9,33,3,0,75,Good
63.0,71,12.0,41.5,18.0,0.0,0.0,100,0,7.0,8.0,18.0,1,11.11,6,1.0,1.0,92,8,11,2,0,100,Bad
81.0,336,19.0,68.0,6.0,0,0,80,12,7.0,8.0,10.0,2,10,0,0.0,0.0,73,20,1,1,0,100,Bad
56.0,278,12,145.0,14.0,1,1,78.0,6,4.0,2.0,18.0,1,22.0,0,1.0,1.0,32,20,3,5,1,43,Good
73.0,240,12,54.0,10.0,0,0.0,92.0,48,4.0,6.0,19.0,2,15.0,6,0.0,0.0,1,22,1,2,0,57,Bad
67.0,210,8.0,96,17.0,0.0,0.0,94.0,8,6.0,6.0,18.0,2.0,17,2,1.0,1.0,53,39,6,3,2,82,Bad
79.0,246,60,108.0,21.0,0,0,100,0,7.0,8.0,22.0,2,18.0,1,1,2.0,18,5,13,1,1,62,Bad
69.0,240,13,123,5.0,0.0,0,80,2,4.0,6.0,5.0,0,40.0,0,0.0,0.0,0,67,0,1,0,50,Good
87.0,236,7.0,121.5,44.0,0,0.0,100.0,7,7.0,8.0,44.0,3.0,18.0,8,0,0.0,2,0.38,15,3,0,40,Good
70.0,210,30,87.0,18.0,0.0,0,95.0,4,4.0,6.0,21.0,0.0,15.0,8,0,0.0,10,5,2,1,1,50,Good
80.0,139,1.0,40.0,12.0,0.0,0,100.0,0,7.0,8.0,14.0,4.0,14.2857,30,5.0,5.0,19,97,5,2,0,88,Good
72.0,298,5.0,96.0,28.0,0,0,93.0,0,6.0,6.0,28.0,4.0,25.0,0,0.0,0.0,16,0,5,4,0,50,Good
86.0,210,5.0,107.5,33.0,1,0,97.0,6,6.0,6.0,35.0,2,34.0,3,1,0.0,7,5,4,2,0,50,Good
92.0,240,12,100,16.0,0.0,0,80,6,7.0,8.0,16.0,2,31.0,0,0.0,0.0,1,0.2,5,1,0,38,Good
86.0,268,12,87.0,25.0,0,0,100,36,6.0,6.0,27.0,2,20.0,0,2.0,2.0,0,0.8,0,4,0,13,Good
71.0,210,35,115,20.0,0.0,0,100.0,0,7.0,8.0,14.0,4.0,28.6,6,2,1.0,40,94,10,4,0,91,Good
72.0,324,6,94.0,23.0,0.0,0.0,100.0,7,7.0,8.0,23.0,3,57.14,8,1.0,1.0,43,30.0,3,4,1,64,Good
65.0,84,24.0,70,5.0,0,1.0,100.0,0,7.0,8.0,5.0,0,80.0,0,0.0,0.0,99,99,1,1,0,100,Good
