ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
65.0,200,14.0,109.0,12,4.0,1.0,59.0,39,6.0,4.0,17.0,0.0,18.0,2,1.0,1.0,27,15,2,2,1,50,Good
70.0,270,9.0,76.0,14.0,0.0,0.0,100.0,0,7.0,8.0,14.0,2.0,7.0,0,0.0,0.0,59,4.13,6,1,4,54,Bad
65.0,38,14.0,26,3,2,2.0,60,6,6.0,8.0,5.0,0.0,40.0,0,2.0,2.0,99,40,1,2,1,100,Bad
55.0,93,7.0,50,30,0.0,0.0,90.9,4,4.0,6.0,33.0,4.0,58.0,7,1,0.0,100,85,2,5,2,21.2,Bad
67.0,118,6.0,37.0,22.88,0,0,88.0,70,6.0,2.0,26.0,5.0,42.0,0,0.0,0.0,31,70,5,12.42,1,67,Bad
86,25,1.0,10.0,3,0,0.0,75,0,7.0,8.0,4.0,3.0,25.0,0,4.0,4.0,85,20,1,1,1,50,Bad
77.0,245,31.0,138.0,16.0,1.0,1.0,94.0,50,6.0,6.0,16.0,0.0,31.0,200,0.0,0,11,3.4,3,2,0,31.3,Good
81.0,219,2.0,51.0,29.0,0,0,96.7,5,7.0,8.0,30.0,4.0,53.0,0,2,1,9,88,3,6,0,30.0,Good
71.0,446,14.0,230.0,32.0,0.0,0.0,100.0,0.0,7.0,8.0,32.0,0.0,8.0,19,0.0,0.0,66,5.3,5,1,4,44,Good
800,422,1.0,91.0,55.0,0.0,0.0,100.0,0,7.0,8.0,57.0,4.0,33.0,0,0,0,2,0.33,12,2,1,24.56,Good
60.0,77,9.0,42.0,10.0,0,0,50.0,17,6.0,2.0,14.0,1.0,86.0,0,2.0,2.0,0,56,0,7,0,50,Bad
88.0,0,14.0,0,19.0,0.0,0.0,100.0,0,7.0,8.0,47.0,0.0,32.0,0,0,0,4,0,2,0,1,0,Good
82.0,190,10.0,100.0,28,0.0,0.0,100.0,10.0,7.0,8.0,28.0,1.0,21.0,17,0.0,0.0,32,6.72,2,2,0,50,Good
83.0,219,3.0,128.0,54.0,0.0,0.0,100.0,5,7.0,8.0,56.0,2.0,27.0,3,2,2,8,5,4,3,1,12.5,Good
0,171,50.0,84.0,7.0,0.0,0,0,0,7.0,8.0,7.0,0.0,57.0,1,1.0,1,8,8,1,1,0,100,Good
500,210,1.0,98,6.0,0,2.0,64.0,2,6.0,4.0,11.0,1.0,45.0,0,4,3.0,13,12,1,2,1,27.27,Bad
89.0,180,14.0,115.0,24,0.0,0,100.0,0,7.0,8.0,24.0,0.0,17.0,0,0,0,10,10,3,4,0,50,Bad
56.0,412,4.0,97.0,0,3.0,0,0,0,0.0,2.0,30.0,2.0,59.0,0,2.0,0,6,0,1,5,0,60,Bad
75,210,17.0,115,8.0,0.0,0.0,100.0,0,7.0,8.0,8.0,0.0,38.0,30,1,0.0,95,20,3,2,1,67,Bad
86,219,13.0,97,38.0,0,0,100.0,0,7.0,8.0,34.0,0.0,34.0,12,0.0,0.0,0,0,0,12,0,35.29,Good
89.0,447,10.0,228.5,6.0,0,0.0,100.0,0,7.0,8.0,7.0,1.0,43.0,11,0,0,13,9.8,1,4,0,67,Good
650,439,12.0,225.5,17.0,0,0,74.0,0,4.0,6.0,19.0,0.0,21.0,0,2.0,2.0,80,77,6,1,0,80,Bad
70.0,100.0,2.0,51.0,45.0,0.0,0.0,91.84,8.0,4.0,6.0,49.0,7.0,65.0,7,0.0,0.0,23,82,2,26.0,0,57.14,Bad
86,240,2.0,74.0,25.0,0,0,100.0,12,7.0,8.0,27.0,2.0,19.0,0,1,0,30,15,3,2,0,18.5,Good
86,219,11.0,87.0,9.0,0.0,0,90.0,0,6.0,6.0,10.0,1.0,20.0,0,0.0,0,2,2,2,2,0,40,Bad
55.0,108,6.0,57.0,16.0,1.0,1.0,88.9,6.0,4.0,6.0,18.0,1.0,50.0,0,9.0,9.0,83,62,7,2,6.0,50.0,Bad
73.0,99,8.0,53.5,22,0.0,0.0,100.0,2.0,6.0,6.0,22.0,2.0,45.0,0,1,0.0,58,26.1,3,3,0,27.27,Bad
85,210,12.0,109.0,12,0,0.0,100.0,24,7.0,8.0,17.0,0.0,12.0,2,1.0,1.0,3,2,3,2,1,44,Good
59.0,219,1.0,86.0,22,0,0,91.0,12,0.0,6.0,24.0,2.0,55.0,0,6,5.0,0,20,0,5,0,20.8,Good
72.0,181,11.0,96.0,22.0,0.0,0.0,95.65,0,4.0,6.0,23.0,1.0,48.0,0,5,4.0,31,14.88,3,4,0,78,Good
70,210,2.0,100,6.0,0.0,0.0,80,5,7.0,8.0,9.0,2.0,11.0,0,3.0,3.0,56,100,2,1,1,75,Good
88,180,5.0,71.0,33.0,0,0.0,100.0,60,7.0,8.0,23.0,2.0,12.0,5,2.0,2.0,1,0.5,2,2,0,21,Good
0,0,7.0,81.0,13.0,0.0,0,0,0,7.0,8.0,14.0,1.0,7.0,0,3.0,0,0,93,1,1,0,7.14,Good
57.0,240,6.0,110,22,0.0,0,85,12,5.0,6.0,22.0,3.0,59.0,2,1.0,1.0,100,61,7,13,5,93,Bad
71.0,291,3.0,0,0,0,0,0,22,6.0,6.0,17.0,1.0,47.0,10,0,0.0,31,0,4,0,1,0,Good
66.0,123,4.0,48.0,15,1,0.0,68.2,6,7.0,8.0,22.0,4.0,14.0,1,2.0,2.0,76,30,7,1,5,75,Bad
57.0,210,5.0,62.0,33.0,0.0,0.0,97.1,6,4.0,6.0,34.0,5.0,26.0,0,1,1,11,5,5,4,2,26.5,Good
69.0,246,2.0,70.0,34.0,0.0,0.0,97.14,24,7.0,8.0,35.0,1.0,31.0,2,1.0,1,24,10.78,11,5,2,45.71,Good
86,344,42.0,151.0,10.0,0,0,90.0,38,6.0,6.0,10.0,0.0,40.0,19,0.0,0,5,5,1,4,0,50,Bad
71.0,129,0.0,64.5,31,0.0,0.0,79.49,0,7.0,8.0,39.0,3.0,38.0,0,0,0,42,45,3,5,1,7.69,Bad
85,250,6.0,130,20,0.0,0.0,70,12,4.0,6.0,26.0,1.0,35.0,0,0.0,0.0,79,45,4,5,2,75,Bad
59.0,181,13.0,71.0,12,3.0,4,80,12,6.0,6.0,18.0,0.0,27.0,0,3,2.0,41,31,3,2,1,71,Bad
80,261,8.0,101.0,14.0,1.0,0.0,82.0,4,4.0,5.0,17.0,2.0,29.0,12,0.0,0,18,12,3,2,0,56,Good
70,272,1.0,77.0,29,0,0.0,100.0,0,7.0,8.0,29.0,5.0,28.0,0,0,0,63,90,1,4,2,31,Good
71.0,206,4.0,71.0,24,3.0,2,92.0,35,6.0,6.0,26.0,3.0,42.0,0,4,3.0,43,35,5,4,2,34.6,Bad
0,0,3.0,42.0,0,0,0.0,94.0,0,6.0,6.0,17.0,6.0,18.0,1,0,0,4,0,4,1,0,55,Good
62.0,159,6.0,67.0,18,0.0,0.0,100,3,4.0,6.0,18.0,3.0,36.0,0,2.0,2.0,71,29,2,3,0,27.8,Bad
0,0,25.0,80.0,11.0,4.0,0.0,63.0,0,3.0,5.0,16.0,0.0,25.0,0,1.0,0,39,0,2,0,0,60,Bad
54.0,74,6.0,40,59.0,0,0.0,71.0,6,3.0,2.0,66.0,5.0,76.0,0,1,0,45,55,3,4,2,10.6,Bad
85.0,219,11.0,85.0,32.0,0.0,0.0,100.0,0,7.0,8.0,32.0,1.0,25.0,12,0,0,0,0,3,5,0,24,Good
60.0,219,7.0,69.0,19,4.0,6,78.0,6,3.0,4.0,24.0,1.0,38.0,0,7,6.0,0,0,1,5,0,25,Bad
57.0,246,3.0,0,0,0,2.0,0,0,4.0,6.0,24.0,2.0,31.0,0,0.0,0,85,0,6,2,3,89,Bad
60.0,153,3.0,78,12,0,1.0,56.0,8,4.0,3.0,16.0,1.0,31.0,8,0.0,0.0,33,20,4,1,2,71,Bad
86,185,11.0,98,36.0,0.0,0,97.0,6,6.0,6.0,37.0,1.0,41.0,1,3.0,3.0,67,60,12,5,2,85,Bad
71.0,197,9.0,100.0,12,0.0,0.0,77,6,6.0,6.0,13.0,1.0,54.0,7,0,0.0,92,83,2,3,2,38.5,Good
90,199,2.0,83.0,61.0,0,1.0,100.0,0,6.0,8.0,23.0,2.0,18.0,1,1,1,14,5,4,4,1,33,Good
69.0,324,20.0,127.0,22.0,1.0,1.0,100.0,6,6.0,6.0,22.0,0.0,41.0,0,1,0,16,64,7,3,2,45.45,Good
90,282,100.0,209.0,6.0,0.0,0.0,100.0,0,7.0,8.0,7.0,0.0,43.0,0,0.0,0.0,0,0,0,3,0,42.86,Bad
88,404,4.0,113.0,25.0,0,1.0,83.0,3,4.0,2.0,29.0,2.0,28.0,4,1.0,1.0,2,1.0,5,2,0,44,Bad
78,395,1.0,99.0,16,0,0.0,100.0,0,7.0,8.0,22.0,3.0,14.0,2,1,1.0,42,30,4,3,4,45,Good
85,350,10.0,120,30,0,0.0,97.0,0,6.0,6.0,32.0,1.0,19.0,0,0,0,2,61,3,2,0,54,Bad
86,120,1.0,60,6.0,0,0,71,12,6.0,8.0,7.0,1.0,0.0,1,4.0,3.0,75,0,2,0,0,50,Bad
86.0,219.0,2.0,97.0,22.0,0.0,0.0,100.0,0.0,7.0,8.0,22.0,4.0,36.0,12.0,4.0,2.0,43,112,4,8.0,0,83,Bad
84.0,245,5.0,103.0,17.0,0,0,100,2,7.0,8.0,17.0,3.0,24.0,0,1.0,0,16,37,1,2,0,30,Good
86,219,4.0,87.0,27,0.0,0.0,100.0,6,7.0,8.0,27.0,3.0,30.0,4,1.0,1.0,2,2,1,1,0,7.4,Good
70.0,187,13.0,100.0,31.0,0,0.0,100.0,7.0,7.0,8.0,31.0,0.0,61.0,0,1,0,41,25.01,2,12,2,45.16,Bad
86,176,7.0,97,17,0,0.0,80,8,4.0,6.0,17.0,1.0,35.0,5,1,0.0,64,30,2,8,2,57,Bad
58.0,180,2.0,98,30,0.0,0.0,93.8,6,4.0,6.0,32.0,4.0,34.0,9,0,0.0,62,40,5,2,2,21.9,Bad
72,215,7.0,98,35.0,0.0,0.0,88,0,6.0,7.0,36.0,2.0,17.0,0,0.0,0,4,2.3,8,2,0,56,Bad
0,0,7.0,102.0,16.0,0,0,100.0,0,7.0,8.0,16.0,1.0,6.0,0,1.0,0,1,0,2,0,0,0,Good
80.0,261,8.0,104.0,22,0,0.0,100.0,0,7.0,8.0,22.0,1.0,59.0,0,1,1.0,39,76,3,13,1,72.73,Good
61.0,243,10.0,126.5,19,0.0,0.0,86.0,4,4.0,6.0,22.0,1.0,36.0,10,0.0,0.0,90,89,4,3,2,100,Bad
60.0,141,4.0,72.5,17,0.0,0.0,100,4,4.0,6.0,17.0,2.0,47.0,0,1,1.0,64,30.08,9,8,2,100,Bad
85,289,7.0,71.0,14,0.0,0.0,100.0,0,7.0,8.0,14.0,3.0,45.0,6,0,0,19,19,3,6,0,64.3,Good
58.0,120,7.0,60,24.0,4.0,1.0,86.7,15,6.0,4.0,30.0,1.0,57.0,1,1,1.0,76,66,6,10,3,53.3,Bad
56.0,77,4.0,41.0,22,0.0,0.0,92.0,2,4.0,6.0,24.0,2.0,38.0,0,6.0,6.0,57,90,9,3,2,50.0,Bad
85,153,6.0,51.0,11.0,0,0,100,5,7.0,8.0,11.0,3.0,0.0,5,0.0,0.0,45,0,7,0,1,64,Good
86,183,26.0,104.5,4,1.0,0,80.0,7,4.0,2.0,5.0,0.0,20.0,1,1.0,1.0,94,6,1,1,0,100,Good
86,219,1.0,97,25.0,0,1.0,97.0,70,6.0,5.0,30.0,3.0,33.0,2,4.0,4.0,33,53,2,0,1,6.7,Bad
84,320,18.0,95,28,0.0,0.0,97.0,20,5.0,7.0,30.0,0.0,20.0,0,1,1.0,74,30,9,2,1,36.7,Bad
68,59,19.0,41.0,6.0,0.0,0,80,6,7.0,8.0,6.0,0.0,50.0,4,2.0,2,0,0,0,2,0,67,Bad
70,101,8.0,44.0,17,0.0,0,100.0,0,7.0,8.0,18.0,1.0,24.0,7,0.0,0.0,48,53,4,3,0,78,Bad
64.0,210,6.0,45.0,26.0,1.0,1.0,100.0,12,6.0,8.0,27.0,3.0,52.0,0,11.0,11.0,0,0,0,5,0,18.5,Bad
78,230,1.0,110,9,0.0,0,80,12,7.0,8.0,12.0,2.0,25.0,3,2.0,1.0,58,31,3,2,2,83,Bad
81.0,260,1.0,140,37,0,0.0,100.0,0,7.0,8.0,37.0,2.0,39.0,0,5,4.0,13,5,1,2,0,33,Good
90.0,180,3.0,87.0,5.0,0,0,100.0,0,7.0,8.0,5.0,1.0,28.0,18,0.0,0.0,0,0,0,1,0,20.0,Good
64.0,144,5.0,74.5,27,0.0,0,80,0,5.0,7.0,30.0,3.0,53.0,0,1.0,1.0,88,74,8,4,0,40.0,Bad
70.0,59,15.0,46.0,23.0,0.0,0.0,96.0,25,6.0,6.0,19.0,0.0,48.0,200,0.0,0.0,63,51,5,9,10,73.68,Bad
85,129,9.0,100,10,0,0,80,7,7.0,8.0,14.0,3.0,36.0,0,1.0,1.0,29,15,4,3,1,82,Bad
86,78,3.0,43.0,24,0,0.0,100.0,0,7.0,8.0,24.0,3.0,5.0,1,5.0,4.0,51,10,11,10,2,86,Bad
