ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
78,166,0.0,47.0,18.0,0.0,0.0,100.0,2,7.0,8.0,19.0,3.0,68.0,0,7.0,7.0,36,60,2,3,1,26.3,Bad
62.0,220,3.0,79.0,12.0,0.0,0.0,80.0,10,4.0,6.0,15.0,1.0,21.0,3,1.0,1.0,93,70.0,4,3,3,83,Good
79.0,140,15.0,70.0,24.0,1.0,0.0,96.0,18,6.0,5.0,25.0,0.0,32.0,0,3.0,1.0,0,74,0,2,0,22,Good
86.0,310,10.0,123.0,22.0,0.0,0.0,100,0,7.0,8.0,22.0,1,9.09,0,2.0,2.0,3,6,1,2,0,43,Bad
69.0,153,10.0,62.0,8.0,0.0,0.0,75.0,11,4.0,6.0,8.0,1.0,50.0,0,0.0,0.0,51,83,2,2,1,50.0,Bad
80,195,3.0,53.0,33.0,0.0,0.0,100.0,12,2,8.0,33.0,8.0,3.03,3,2.0,2.0,1,0.5,2,1,0,36,Good
59.0,219,4.0,84.0,30.0,1.0,0.0,91.0,26,6.0,5.0,32.0,3.0,44.0,2,4.0,4.0,41,89,24,4,3,76,Good
76.0,169,32.0,95.0,12.0,0.0,0.0,100,12,0,6.0,12.0,0,50.0,0,0.0,0.0,3,2,1,2,1,38,Bad
95,187,10.0,48.0,18.0,0.0,0.0,100.0,0,0,8.0,46.0,1,50.0,8,1.0,0.0,1,53,2,2,1,57,Bad
54.0,316,30.0,132.0,8.0,10.0,6.0,47.0,6,3.0,3.0,19,0.0,47.0,5,0.0,0.0,38,60,2,9,0,57,Bad
