ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
78,177,2.0,89.5,28.0,0,0.0,100.0,0,7.0,8.0,31.0,3.0,32.0,0,0,0.0,44,97,6,3,3,77,Bad
65.0,184,3.0,93.5,7,1,0,87.5,7,7.0,8.0,8.0,3.0,75.0,2,1.0,1.0,103,89,1,6,0,87.5,Bad
70,180,27.0,95,20.0,2.0,1,85,0,6.0,2.0,22.0,0.0,55.0,0,1.0,0,8,56,3,3,2,55,Good
72.0,73,11.0,42.0,7.0,0.0,0.0,85.0,73.0,7.0,8.0,7.0,1.0,57.0,73.0,0,0,45,63,1,2,1,42.86,Bad
79.0,231,16.0,112.0,21.0,0,0,100.0,16,7.0,8.0,22.0,0.0,19.0,16,0.0,0.0,25,4.8,7,1,1,31.8,Good
0,132,2.0,53.0,10.0,0,0,85.0,23,6.0,5.0,13.0,2.0,46.0,0,1.0,0,36,85,4,9,0,100,Bad
71.0,191,6.0,74.0,33.0,2.0,1.0,91.0,13,0.0,2.0,35.0,3.0,17.0,0,2.0,2.0,29,15,4,2,1,50,Bad
73.0,164,10.0,75.0,7.0,0,0,100,7,7.0,8.0,7.0,2.0,29.0,1,1.0,1.0,76,14,1,2,1,75,Bad
73.0,64,3.0,29.0,13.0,0,0,100.0,0,7.0,8.0,13.0,2.0,38.0,0,0,0,22,12,3,5,0,63,Bad
77.0,120,4.0,62,42,0,0.0,93.0,59,6.0,6.0,45.0,3.0,56.0,0,0,0,10,5,3,12,1,33.33,Bad
79.0,197,3.0,100,47.0,0,0.0,100.0,0,7.0,8.0,68.0,3.0,28.0,0,8,8.0,33,9.24,6,6,2,17.65,Bad
56.0,219,2.0,55.0,26,3.0,3,78.0,2,4.0,2.0,32.0,3.0,28.0,1,1.0,1,43,85,13,4,4,81,Bad
70,114,5.0,59.5,10,1.0,0.0,67.0,30,6.0,5.0,15.0,2.0,13.0,5,0.0,0.0,69,33,4,9,1,86,Good
86,125,5.0,65,20,0.0,0,100.0,0,7.0,8.0,20.0,1.0,55.0,5,0,0.0,39,66,4,4,1,100,Bad
86,180,24.0,90.0,15,0,0,100.0,0,7.0,8.0,15.0,0.0,7.0,12,0,0.0,2,1,2,1,0,20.0,Good
65.0,195,5.0,100,27,0,0,100,3,0.0,2.0,27.0,1.0,31.0,7,0,0.0,13,39,3,9,0,46,Good
86,168,1.0,57.0,21,0,0.0,95.0,0,4.0,6.0,22.0,7.0,23.0,0,6,6.0,30,100,4,5,2,47,Bad
71.0,219,12.0,115.5,15.0,2.0,1.0,66.67,48,6.0,4.0,18.0,0.0,28.0,0,2.0,2.0,83,23.24,2,1,1,60,Good
86,219,7.0,97,27.0,8.0,8.0,74.0,44,6.0,2.0,38.0,1.0,42.0,5,2,1.0,64,83,6,2,0,21.05,Good
81.0,146,16.0,81.0,3.0,0.0,0.0,66.7,7.0,7.0,8.0,3.0,0.0,67.0,0,1.0,0.0,0.0,0.0,1.0,2,0.0,100.0,Bad
65.0,60,3.0,30.0,12,0,0,93.0,9,4.0,6.0,14.0,5.0,71.0,0,1,0.0,65,85,2,5,0,50.0,Bad
60.0,319,22.0,170.5,15.0,0,1.0,71.4,48,4.0,4.0,21.0,0.0,19.0,2,2.0,2.0,55,63,7,2,0,100,Good
65.0,130,5.0,58.0,21.0,0,0,91.0,4,4.0,6.0,23.0,1.0,52.0,5,1,1,40,88,4,8,2,52.2,Bad
78,199,28.0,93.0,11.0,4.0,5,73.0,6,4.0,2.0,15.0,0.0,53.0,0,0.0,0.0,34,61,1,3,2,50,Bad
0,0,21.0,97.0,15.0,0,0.0,0.0,0,7.0,8.0,31.0,0.0,27.0,0,0,0,5,0,3,0,1,0.0,Good
80,200,46.0,105.0,11.0,1.0,0,73.33,13,6.0,5.0,15.0,0.0,31.0,0,3.0,3.0,65,30,4,1,2,83,Good
85.0,231,9.0,115,12,0.0,0,100.0,2,7.0,8.0,13.0,1.0,54.0,0,0.0,0,30,15,3,1,0,30.8,Good
88,200,2.0,68.0,18.0,0.0,0,95,3,7.0,8.0,19.0,2.0,37.0,4,1,1,13,8,2,4,1,56,Good
71.0,156,4.0,80,14,0.0,0,93.0,12,6.0,6.0,15.0,1.0,53.0,2,1,1,44,23.32,3,3,0,75,Good
86,219,7.0,97,11.0,0,0,83.0,8,4.0,3.0,12.0,1.0,25.0,3,1.0,1.0,27,27,2,5,0,60,Good
80.0,120,2.0,53.0,22.0,0,0.0,96.0,59,6.0,6.0,23.0,3.0,17.0,60,0,0,2,1,2,1,1,25,Good
85,180,8.0,77.0,48.0,0,0.0,75,11,4.0,6.0,29.0,2.0,22.0,2,4,3.0,42,30,14,4,3,62.1,Bad
57.0,200.0,10.0,100.0,25.0,0.0,0.0,100.0,0.0,7.0,8.0,25.0,2.0,43.0,6,0.0,0.0,97,78,4,11.0,0.0,60.0,Bad
85,155,20.0,120,11.0,1.0,1,93.0,29,5.0,2.0,14.0,0.0,36.0,30,2,0.0,24,20,3,3,1,42.86,Good
66.0,163,19.0,73.0,14.0,0.0,0.0,100.0,27,6.0,6.0,14.0,0.0,64.0,0,0.0,0.0,51,32.6,2,2,0.0,28.6,Bad
71.0,145,3.0,53.0,20.0,0.0,0.0,60.6,2.0,7.0,8.0,33.0,4.0,33.0,0,6.0,5.0,31,20.0,4,8.0,0,39,Good
66.0,250,5.0,103.0,33.0,0.0,0.0,94.0,2,4.0,6.0,48.0,2.0,32.0,0,2.0,0,14,8,7,4,2,61,Good
86,294,5.0,84.0,15.0,0,0,100,0,7.0,8.0,15.0,2.0,53.0,4,1,1.0,2,82,2,2,0,50,Good
84,282,1.0,73.0,24,0.0,0.0,96.0,6,6.0,6.0,25.0,5.0,4.0,0,2.0,2.0,37,39,11,1,3,80,Bad
0,71,2.0,0,0,0,0,0,2,4.0,6.0,18.0,3.0,28.0,0,0,2.0,69,77,6,2,0,0,Bad
86,209,3.0,84.0,19.0,0,0,100.0,0,7.0,8.0,20.0,2.0,30.0,2,0,5.0,0,51,2,3,0,63,Good
84,180,2.0,96,23.0,1.0,0.0,96.0,34,6.0,5.0,29.0,3.0,15.0,1,2.0,2,9,5,4,2,1,44,Bad
100,219,4.0,37.0,7.0,0.0,0,100.0,12,7.0,8.0,7.0,4.0,29.0,6,3.0,2,16,8,2,2,0,75,Good
55.0,25,5.0,15,9,0.0,0.0,100,0,7.0,8.0,9.0,5.0,56.0,0,1.0,0,97,93,3,5,2,100,Bad
79.0,221,10.0,115.5,18,0,0,100.0,0,7.0,8.0,18.0,1.0,33.0,1,1.0,1,36,21,2,6,1,57,Good
67.0,161,12.0,86.5,19,0.0,0.0,100,7,7.0,8.0,19.0,0.0,58.0,0,0.0,0.0,90,65,4,3,6,36.84,Good
88.0,179,5.0,92.0,10.0,0,0,100.0,0,7.0,8.0,12.0,1.0,70.0,0,0,0.0,0,0,0,8,0,66.6667,Good
69.0,219,26.0,139.0,15.0,0.0,0,93.0,4,4.0,6.0,15.0,0.0,53.0,0,2.0,2.0,46,24.38,5,2,0,100,Good
85,200,2.0,104.0,26.0,2,0.0,96.0,6,6.0,6.0,47.0,4.0,11.0,5,1,1.0,24,10,9,1,1,55,Good
86,243,2.0,97,26.0,0,0.0,89.66,6,5.0,7.0,29.0,2.0,31.0,5,1,1.0,36,82,8,3,2,37.93,Good
79.0,171,34.0,102.5,6.0,0.0,0.0,100.0,0.0,7.0,8.0,6.0,0.0,67.0,6,0.0,0.0,1.0,0.67,2,4,0,100,Good
83.0,220,9.0,98.0,53.0,0,0.0,100.0,1,7.0,8.0,77.0,2.0,20.0,0,1,1,14,10,4,5,0,11.7,Bad
63.0,219,5.0,97,17.0,2.0,2.0,95.0,42,6.0,2.0,20.0,1.0,53.0,0,2,2.0,57,96,2,9,0,55.0,Bad
85.0,12,12.0,12,14.0,0,0.0,100.0,0,7.0,8.0,16.0,0.0,21.0,0,0.0,0,1,1,2,2,0,44,Good
600,73,8.0,74.0,10.0,0.0,0.0,80.0,0,4.0,6.0,10.0,1.0,30.0,8,0.0,0.0,36,30.0,2,2,1,40.0,Bad
43.0,71,11.0,48.0,7,1.0,1,87.5,1,3.0,5.0,8.0,1.0,75.0,0,0.0,0.0,47,53,1,2,0,37.5,Bad
75,46,2.0,45,8,1.0,1.0,85,0,6.0,8.0,10.0,2.0,40.0,1,5.0,4,56,72,5,2,0,88,Bad
86,219,4.0,97,24.0,0,0,92.0,4,4.0,6.0,27.0,1.0,33.0,0,1.0,1.0,32,76,6,3,2,33.33,Bad
67.0,110,7.0,46.0,33.0,1.0,1.0,86.8,0,4.0,4.0,38.0,1.0,26.0,0,2,1.0,41,23,9,9,2,87,Bad
90,88,16.0,48.0,12,0.0,0.0,100.0,0,7.0,8.0,12.0,0.0,8.0,0,1.0,1.0,79,89,7,1,2,66.67,Good
64.0,210,2.0,95,24,1.0,1.0,96.0,3,1.0,3.0,26.0,4.0,23.0,0,2,2.0,59,30,6,2,1,69,Good
85,240,3.0,100,33.0,0,1.0,97.0,16,6.0,2.0,37.0,4.0,8.0,0,4,3.0,6,92,7,2,1,24.32,Bad
61.0,310,2.0,115.0,27,0.0,0.0,85.0,30,4.0,6.0,29.0,1.0,76.0,2,2,1.0,92,33,1,20,4,72.41,Bad
78,162,34.0,98,16.0,0.0,0,94.12,0,4.0,6.0,17.0,0.0,19.0,15,0.0,0.0,67,33,2,1,0,60,Bad
69.0,204,68.0,92.0,6.0,0.0,0,83.0,17,6.0,6.0,6.0,0.0,50.0,0,0.0,0.0,84,84,1,1,0,33.33,Bad
82.0,86,3.0,44.5,9.0,0.0,0.0,100.0,120.0,7.0,8.0,10.0,2.0,30.0,0,1.0,0.0,16,5.0,2,1.0,0.0,30.0,Bad
85,300,40.0,87.0,4,1.0,0.0,80.0,27,6.0,5.0,5.0,0.0,0.0,30,0.0,0,31,0,1,0,0,20.0,Good
0.0,424,32.0,145.0,15.0,0.0,0.0,0.0,19,6.0,6.0,15.0,0.0,47.0,0.0,0.0,0.0,1,0.0,2,0.0,0.0,57,Good
59.0,95,8.0,24.0,2,1.0,1.0,25.0,13,6.0,4.0,4.0,1.0,50.0,60,1,1.0,104,0.0,2,0,0,50.0,Bad
68.0,186,1.0,93.5,22.0,0,0.0,91.67,0,6.0,6.0,24.0,5.0,29.0,1,4.0,4.0,55,93,8,5,0,81,Good
60.0,101,13.0,57.0,9.0,2.0,2.0,67.0,10,4.0,2.0,12.0,0.0,83.0,0,1,0,52.29,63,2,10,1,100,Bad
67.0,85,2.0,45.0,18.0,1.0,1.0,85.0,12.0,6.0,8.0,24.0,3.0,83.0,6.0,2.0,1.0,82,79,1,3.0,2.0,16.7,Bad
57.0,23,8.0,0,0,2.0,0,0,0,6.0,4.0,1.0,1.0,33.0,1,2.0,2.0,92,75,1,1,0,67,Bad
79.0,100,44.0,72.0,11,0.0,0,91.0,30,6.0,6.0,11.0,0.0,55.0,0,0.0,0.0,11,6,1,6,0,63.6,Good
68.0,219,21.0,88.0,8.0,1.0,1,55.0,3,3.0,5.0,11.0,0.0,36.0,1,2.0,1,6,4,1,1,0,17,Bad
82.0,86,4.0,45.0,16.0,0,0,100.0,0,7.0,8.0,16.0,3.0,63.0,0,0.0,0,0,0,1,7,0,50,Bad
86,174,9.0,142.0,13.0,0,0.0,100.0,1,7.0,8.0,14.0,1.0,36.0,0,3.0,3.0,0,0,0,2,0,14.29,Good
81.0,0,12.0,0,5.0,0,0,100.0,0,7.0,8.0,35.0,0.0,60.0,7,0.0,0.0,0,0,0,1,0,2.86,Bad
92,200,7.0,68.0,39,0.0,0.0,100.0,0,7.0,8.0,39.0,3.0,13.0,1,5.0,5.0,90,40,13,4,9,89,Bad
82.0,219,3.0,107.0,44.0,0,0.0,100.0,0,7.0,8.0,44.0,4.0,34.0,0,2,1.0,6,5,6,12,3,60,Good
88,87,2.0,34.0,30.0,0.0,0.0,80,5,7.0,8.0,35.0,6.0,34.0,0,2,1,4,60,9,1,0,28.57,Bad
78,216,1.0,72.0,41.0,0,0.0,100.0,0,7.0,8.0,42.0,4.0,24.0,0,10.0,9,25,88,3,4,0,50,Bad
62.0,102,3.0,45,20.0,1.0,0.0,78.0,2,4.0,5.0,23.0,4.0,39.0,0,1.0,1.0,56,85,3,7,2,75,Bad
0,204,5.0,58.0,24.0,0,0,100.0,0,7.0,8.0,26.0,5.0,38.0,1,0,0,2,96,4,0,0,15.38,Good
86,172,5.0,88.5,21.0,2,1,88.0,5,1.0,3.0,24.0,1.0,46.0,3,2.0,2.0,41,16.4,10,4,2,58.33,Bad
84.0,172,3.0,87.5,17.0,0,0,100,0,7.0,8.0,13.0,3.0,35.0,16,0,0,6,100,1,2,0,23.08,Good
86,219,1.0,100,30,0,0.0,100.0,7,7.0,8.0,36.0,5.0,42.0,0,0,0,12,5,2,8,0,27.78,Good
92,94,1.0,44.0,16.0,0.0,0.0,94.12,0,4.0,6.0,17.0,4.0,29.0,0,1.0,1.0,58,94,4,2,3,75,Bad
86,219,14.0,97,10.0,1.0,1.0,55.0,17,5.0,3.0,11.0,0.0,45.0,0,0,0.0,49,22,2,1,0,27.3,Bad
86,194,3.0,97,12,0,1.0,94.0,4,3.0,5.0,16.0,1.0,31.0,30,2,3.0,10,5,1,3,0,50,Bad
54.0,137,7.0,72.0,10,0,0,43.0,5,4.0,2.0,16.0,1.0,43.0,0,0.0,0,13,93,1,1,0,67,Bad
78.0,250,7.0,108,41.0,0,0.0,92,3,7.0,8.0,45.0,2.0,51.0,0,1,1,14,12,3,2,0,11.1,Good
70,196,5.0,61.0,12,0.0,0,85,16,6.0,6.0,16.0,3.0,22.0,0,3.0,3.0,78,83,8,2,2,83,Bad
78.0,274,4.0,98.0,5.0,0.0,0,100.0,0,7.0,8.0,6.0,2.0,67.0,0,2,2.0,0,0,0,0,0,0,Good
78,180,9.0,95,22.0,0.0,0.0,100.0,0,7.0,8.0,23.0,1.0,14.0,0,0.0,0.0,30,8,10,1,1,73,Good
71.0,128,3.0,68.0,12.0,1.0,1.0,92.31,27,6.0,3.0,13.0,3.0,23.0,0,0.0,0,80,20,6,2,1,80,Bad
70.0,193,2.0,96,23,0.0,0.0,100.0,0,7.0,8.0,23.0,2.0,22.0,18,0.0,0.0,53,30,6,4,2,63,Good
78,120,7.0,58.0,36.0,0.0,0.0,95,5,7.0,8.0,38.0,3.0,14.0,1,2,1,7,4,4,5,2,26,Good
63.0,123,3.0,63.0,16.0,1,1.0,55.0,20,6.0,4.0,31.0,3.0,20.0,10,1,1.0,28,100,6,17,0,73,Bad
81.0,300,4.0,205.0,37.0,0,0.0,80.0,6,7.0,8.0,37.0,2.0,22.0,0,2,1,28,7,7,4,1,29.7,Bad
0,277,9.0,98.0,0,0.0,0,0,0,4.0,6.0,9.0,2.0,39.0,0,0.0,0.0,71,90,7,2,0,69,Good
86,408,6.0,124.0,24.0,0,0.0,100.0,0,7.0,8.0,24.0,1.0,17.0,0,0.0,0.0,0,0,1,0,0,4.17,Good
63.0,120,3.0,37.0,19.0,0,2.0,100.0,12,6.0,8.0,19.0,4.0,37.0,1,2.0,2.0,43,67,5,5,2,69,Bad
69.0,176,13.0,84.0,34.0,0.0,0.0,100.0,0.0,6.0,6.0,34.0,0.0,56.0,0,1.0,1.0,52,66.2,7,20.54,2,81,Good
54.0,9.0,9.0,9.0,0,1.0,0,0,0,4.0,6.0,0.0,2.0,67.0,9,0.0,0.0,68,68,2,6,0,0,Bad
59.0,9,9.0,9,1,1.0,1,100.0,0,7.0,8.0,1.0,1.0,100.0,1,3.0,3.0,0,1,0,1,0,100,Bad
70.0,76,1.0,36.0,20,0.0,0,100.0,0,7.0,8.0,20.0,3.0,25.0,0,2,2.0,31,42,5,2,0,35.0,Good
59.0,102,3.0,44.0,33,0,0.0,100,5,4.0,5.0,33.0,4.0,39.0,0,1,0,43,16.8,5,4,0,90,Bad
60.0,0.0,14.0,0.0,0.0,0.0,0.0,68.0,25,6.0,3.0,23.0,0.0,47.0,2,0.0,0.0,23,49,3,3,0.0,0.0,Bad
63.0,59,1.0,30.0,17,0.0,0.0,100,0,7.0,8.0,17.0,3.0,53.0,0,3,2.0,100,92,5,9,0,100,Bad
86,221,11.0,84.0,22.0,0,0,100,0,6.0,4.0,26.0,1.0,23.0,0,0.0,0,30,30,5,5,0,70,Bad
79.0,99,3.0,51.0,28.0,0,0,0,0,7.0,8.0,28.0,5.0,29.0,0,0,0,8,71,2,9.2,1,40,Good
0,0,1.0,99.0,27.0,0,0,93.0,0,6.0,5.0,30.0,2.0,23.0,0,0.0,0.0,14,0,2,0,0,0,Bad
86,205,16.0,110.5,22.0,0.0,0,100.0,0,7.0,8.0,22.0,0.0,45.0,0,2.0,0,20,63,1,2,0,13.64,Good
71.0,194,6.0,100,16.0,0,0,94.0,57,6.0,2.0,17.0,1.0,35.0,0,0.0,0.0,70,30,3,10,1,75,Good
70,94,23.0,80,9.0,0.0,0.0,80,0,7.0,8.0,9.0,0.0,56.0,0,0.0,0,26,77,1,2,0,33.33,Good
72.0,200,1.0,100,14.0,0.0,0.0,85,39,6.0,6.0,16.0,6.0,31.0,0,2.0,2,49,71,3,3,2,78,Bad
65.0,300,10.0,159.0,35,0,0.0,90.0,120,4.0,6.0,39.0,1.0,41.0,0,0.0,0,19,85,7,5,2,30.8,Good
70.0,217,0.0,95.0,31,1.0,1.0,92.0,12,0.0,2.0,33.0,2.0,29.0,1,1.0,1.0,55,10,9,5,1,86,Bad
66.0,180,4.0,105.0,20,0,0,77.0,8,1.0,3.0,23.0,2.0,23.0,8,0,0.0,4,5,1,2,0,13.0,Good
0,376,4.0,130.0,27,0,0,100.0,0,7.0,8.0,27.0,2.0,53.0,4,1,1.0,1,1,2,14,0,59.3,Good
70,140,8.0,65.0,8.0,0,0.0,100,6,6.0,6.0,8.0,1.0,13.0,0,2.0,2.0,91,11.4,2,1,2,75,Good
86,41,9.0,27.0,3.0,1.0,1.0,50,6,6.0,2.0,4.0,1.0,0.0,0,0.0,0.0,24,0,1,0,0,100,Bad
54.0,127,17.0,72.0,2,0.0,0.0,66.7,3,4.0,6.0,3.0,0.0,25.0,3,1.0,1.0,68,20,5,1,0,100,Bad
70.0,200,6.0,103.0,23.0,0.0,0.0,95.83,6.0,6.0,6.0,24.0,1.0,58.0,0,3.0,3.0,34,75,5,11,1,66.67,Good
78.0,73,19.0,46.0,7.0,0.0,0.0,100.0,0.0,7.0,8.0,7.0,0.0,43.0,19,0.0,0.0,0.0,0.0,0.0,1,0.0,100,Bad
85,120,5.0,70,31.0,0.0,0.0,97.0,0,6.0,6.0,31.0,2.0,35.0,0,4.0,4,26,15,5,3,1,67,Bad
86,190,8.0,113.0,27.0,0,0.0,100.0,8,7.0,8.0,30.0,1.0,23.0,7,1,0,40,20,9,7,2,68,Bad
65.0,150,1.0,75.5,26,0,0,100,3,4.0,6.0,26.0,2.0,46.0,10,0,0.0,33,15.2,2,6,1,50,Bad
74.0,219,23.0,129.0,15.0,0.0,0,100,7,7.0,8.0,15.0,0.0,33.0,0,0.0,0.0,71,74,6,2,0,73,Bad
60.0,288,2.0,105.0,19.0,1.0,1.0,77.0,3,4.0,5.0,22.0,1.0,36.0,0,2.0,1.0,27,100,6,8.0,2.0,63.6,Bad
55.0,219,15.0,62.0,19.0,2.0,2.0,86.0,3,0.0,5.0,22.0,0.0,64.0,0,2.0,1.0,8,9.1,1,2,0,13.6,Good
73.0,219.0,5.0,76.0,5.0,1.0,1.0,75.0,25,6.0,4.0,8.0,1.0,63.0,0,2.0,2.0,0,0.0,0,5.0,0.0,0.0,Good
86,92,6.0,49.0,12.0,0,0.0,100.0,0,7.0,8.0,12.0,1.0,17.0,5,0.0,0,6,2,6,1,0,64,Good
0.0,210,7.0,0.0,25.0,0.0,0.0,100.0,0.0,6.0,6.0,25.0,3.0,40.0,0,0.0,0.0,25,79,3,3,0.0,24.0,Good
68.0,122,13.0,63.0,20.0,0,0,91.0,2,4.0,6.0,23.0,0.0,65.0,0,1,0,0,49,0,7,0,30.4,Bad
