ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
72.0,166,0.0,47.0,18.0,0.0,0.0,100.0,0,7.0,8.0,18,1,68.0,0,7.0,7.0,36,60,2,13,1,83,Bad
62.0,220,3.0,79.0,12.0,0.0,0.0,93.0,10,4.0,4,15.0,3,21.0,3,1.0,1.0,0.75,0.25,9,3,3,83,Good
79.0,140,15.0,70.0,24.0,0.0,0.0,96.0,18,0.0,0.0,25.0,0,32.0,0,1.0,1.0,0,74,0,2,0,8.0,Good
86.0,310,10.0,123.0,22.0,0.0,0.0,100.0,0,0,8.0,22,1.0,32.0,0,1,1,0.43,0.15,9,3,2,43,Bad
69.0,153,10.0,62.0,6,0.0,0.0,75.0,11,4.0,5,8.0,1.0,50.0,0,0.0,0.0,51,49,2,4,1,80,Bad
77.0,195,3.0,53.0,100,0,0.0,100.0,0,7.0,8.0,100,8.0,21.0,0,2,2.0,1,1,15,21,0,36,Good
59.0,219,4.0,84.0,30.0,1.0,0.0,91.0,26,0,2,32.0,5,44.0,2,4.0,3,70,89,9,4,2,76,Good
76.0,169,32.0,95.0,12.0,0.0,0.0,92.0,11,4.0,6.0,12.0,0.0,50.0,0,0.0,0.0,0.0,0.0,2.56,2,1,38,Bad
76.0,187,10.0,48.0,4,0,0.0,100.0,0,0,0,4,1,50.0,8,0,0,0.5,0.5,2,2,1,100,Bad
54.0,316,30.0,132.0,8.0,0,6.0,47.0,4,3.0,3.0,0,0,47.0,5,0,0.0,0,0,0,2,0,57,Bad
86.0,12,9.0,62.0,6.0,0.0,0.0,100.0,12,0,8.0,7,1.0,0.0,1,1,1,0.142857,0,1,0,0,14.2857,Good
54.0,172,4.0,58.0,10,0.0,0.0,95.0,4,0,0,11,3.0,19.0,0,0,0.0,76,47,5,2,1,65,Bad
76.0,163,5.0,80.0,44.0,0.0,0.0,100.0,120,7.0,8.0,46,2.0,28.0,6,2,1,14,57,8,3,0,58,Good
68.0,253,11.0,99.0,36.0,1.0,1.0,85.0,10,1,1,16,2.0,28.0,0,0.0,0.0,0.56,0.06,9,1,1,63,Good
59.0,163,18.0,80.0,5.0,0,1.0,83.0,10,6.0,12,6.0,0.0,83.0,6,0.0,0.0,20,42,1,2,2,100,Bad
73.0,181,3.0,59.0,22,0,0.0,100.0,0,0,0,22.0,2.0,41.0,0,0,0.0,56,54,6,5,0,79,Bad
89.0,212,4.0,107.0,21.0,0.0,0.0,100.0,0,0,8.0,2.0,1.0,14.0,0,0.0,0,6,0,2,2,0,50,Good
68.0,142,3.0,66.0,37.0,2,2.0,90.0,19,6.0,6,41,7,23.0,1,2.0,2,40,37,22,9,0,53,Bad
72.0,192,11.0,75.0,13.0,0,0.0,88.0,6,1,2,18.0,3,56.0,3,3,2.0,0.22,0.11,4,2,0,33.33,Good
