ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
81.0,119,0,0,0,0,0.0,100.0,0,7.0,8.0,0,0,57.0,0,0,2.0,0,0,0,2,0,67,Good
76.0,219,12,100,12,0,0,100.0,0,7.0,8.0,19,5,56.0,0,1,4.0,51,45,7,9,4,84,Bad
70.0,0,0,0,0,0,0.0,88.0,0,6.0,5.0,0,0,13.0,0,0,1.0,38,0,0,1,0,67,Bad
91.0,240,48,173.0,6,0.0,0.0,100.0,120,7.0,8.0,6,0.0,33.0,2,2,1.0,1,0.5,1,1,0,33,Bad
61.0,210,12,111,28,0,0,93.0,4,4.0,6.0,28.0,2,7.14,0,1,0.0,52,10,22,2,4,86,Bad
44.0,219,1,110,40.0,0,0,87.0,1,4.0,4.0,46,4,10.87,1,2,2.0,75,85,24,5,2,63,Bad
82.0,297,24,130.0,11,0,0,100.0,0,7.0,8.0,11.0,2,9.1,15,0,0.0,32,0,5,1,1,56,Good
63.0,250,3.0,120,15,0,0,88.0,30,4.0,6.0,20,2,47.0,6,2,3.0,44,94,7,3,0,50,Bad
72.0,157,6,81.5,48.0,0,0.0,96.0,12,6.0,6.0,53.0,5,7.5,3,1,1.0,16,5,17,4,2,39,Good
72.0,200,6,115.0,11,2.0,0,88.0,0,6.0,2.0,12,2,16.7,2,1,0.0,25,12,3,2,0,56,Bad
66.0,240,12,73.0,9,0,0,96.0,15,6.0,6.0,10,2,20,3,2.0,2.0,79,20,6,2,3,80,Bad
77.0,264,12,120,35.0,0,0,100.0,200,7.0,8.0,40,5,5,6,1,1.0,11,2,6,2,2,47,Bad
63.0,148,0,0,0,0,0,92.0,43,6.0,6.0,0,0,0,0,0,1.0,92,70,3,3,2,100,Bad
77.0,130,15,71.0,28,0,0,100.0,0,7.0,8.0,28.0,6,29.0,0,0.0,0.0,39,22,14,3,0,62,Good
55.0,241,5.0,123.0,4,3.0,3,71.0,5,4.0,3.0,6,2,64.0,0,1,1.0,78,75,3,2,1,83,Bad
61.0,84,24,54,9.0,0,0,89.0,6,6.0,6.0,3,0,33.0,5,1,0.0,81,19,2,1,3,100,Bad
63.0,120,6,34.0,3.0,0,0,100.0,0,7.0,8.0,5,2,40,0,0,0.0,68,30,3,1,0,100,Bad
91.0,180,6,99.0,4,0.0,0.0,100.0,0,7.0,8.0,4,2,73.0,1,0,3.0,0,0.2,1,1,0,50,Good
82.0,200,10.0,100,9,0,0.0,100.0,0,7.0,8.0,10,2,29.0,6,1.0,1.0,12,5,5,2,1,46,Bad
81.0,60,5.0,30,25,0,0,100.0,0,7.0,8.0,25,5,8.0,22,0,0.0,17,5,12,2,0,56,Good
85.0,240,12,60,10,0,0.0,96.0,6,6.0,6.0,12,2,16.6667,1,1,1.0,6,3,4,2,0,50,Good
54.0,188,12,73.0,35.0,0,0,87.0,0,4.0,6.0,40,5,12.5,2,1,12.0,103,50,23,5,4,71,Bad
75.0,240,12,80,12,0,0,100.0,0,7.0,8.0,12,1,44.0,24,0.0,0.0,49,30,3,2,2,71,Good
67.0,0,2.0,0,0,0,0,94.0,0,1.0,3.0,0,0,0,0,0.0,0.0,34,0,0,4,0,64,Good
83.0,183,16.0,81.0,10,0,0,100.0,0,7.0,8.0,10,0.0,40,12,1,0.0,3,67,2,4,0,63,Good
78.0,250,2.0,110,8.0,0,0,100.0,0,7.0,8.0,9,2,22.0,3,1,1.0,23,12,6,2,0,86,Bad
89.0,400,30,141.0,12,0.0,0,100.0,24,7.0,8.0,15.0,2,27.0,6,1,0.0,7,5,2,1,0,43,Good
92.0,233,0,0,35.0,0,0,100.0,0,7.0,8.0,0,0,11.0,0,0.0,0.0,0,0,0,1,0,38,Good
78.0,265,21.0,143.0,37.0,0.0,0,100.0,0,7.0,8.0,38,0,2.6,3,3,3.0,47,5,24,1,1,63,Good
66.0,74,15.0,44.5,4,0.0,0,100.0,0,7.0,8.0,4,1,25,0,0.0,0.0,68,32,2,1,3,75,Good
74.0,0,0,65.0,24.0,0,0.0,96.0,0,6.0,6.0,0,2.0,0,0,0.0,0.0,48,0,0,6,1,81,Bad
83.0,200,11.0,97.0,12,0.0,0,100.0,0,7.0,8.0,12,1.0,25,0,0.0,0.0,13,79,6,3,0,75,Good
63.0,210,6,85,9,0.0,0,100.0,24,7.0,8.0,9,0.0,22.0,1,1.0,1.0,92,30,7,2,6,100,Bad
81.0,240,12,126,12,0,0.0,100.0,0,7.0,8.0,12,0.0,8.33,0,0,0.0,73,10,11,1,0,100,Bad
56.0,447,12,200,10,0,0,78.0,24,4.0,2.0,12,1.0,25,3,1.0,1.0,32,20,3,2,1,43,Good
73.0,250,20,54.0,13,0,0.0,92.0,100,4.0,6.0,14,0.0,15.0,6,0,0.0,1,0.2,6,2,0,57,Bad
67.0,123,6,64.5,17,0.0,0,94.0,6,6.0,6.0,18.0,2,16.67,2,1,1.0,53,30,12,3,2,82,Bad
79.0,240,12,126,21.0,0,0.0,100.0,0,7.0,8.0,21,2.0,18.0,1,1,2.0,18,5,7,1,2,62,Bad
69.0,210,25,100,5.0,0,0,80.0,6,4.0,6.0,14,3,30,2,1,0.0,0,0.2,0,1,0,50,Good
87.0,250,7.0,100,44,0,0,100.0,7,7.0,8.0,44.0,2,6.8,8,0.0,0.0,2,71,3,3,0,40,Good
70.0,240,12,126,6,0.0,0,95.0,0,4.0,6.0,6,2,15.0,6,1,0.0,10,5,2,1,0,50,Good
80.0,240,12,40.0,9,0.0,0,100.0,0,7.0,8.0,10,4.0,20,1,5,5.0,19,5,7,2,0,88,Good
72.0,220,6,90,16,0,0,93.0,22,6.0,6.0,18,3,33.3,0,1,0.0,16,10,5,4,0,50,Good
86.0,240,6,120.0,19,0,0,97.0,19,6.0,6.0,20,2,20,24,0.0,0.0,7,3,8,2,0,50,Good
92.0,120,27.0,73.5,8,0,0,100.0,0,7.0,8.0,8,0,31.0,0,0,0.0,1,0,2,1,0,38,Good
86.0,200,12,100,25,0,0,96.0,36,6.0,6.0,27.0,5,20,3,1,2.0,0,0.12,1,2,0,13,Good
71.0,210,14,70,20.0,0,0.0,100.0,0,7.0,8.0,20,5,45.0,2,1,1.0,40,30,6,4,0,91,Good
72.0,300,12,150,25,0,0,100.0,200,7.0,8.0,25,2,20,6,1,1.0,43,30,12,4,1,64,Good
65.0,67,2,30,5.0,1.0,0,100.0,3,7.0,8.0,6,0.0,16.7,1,1,0.0,99,50,1,1,0,100,Good
67.0,30,4.0,14.0,5,0.0,0.0,100.0,24,7.0,8.0,6.0,3.0,50,0,3.0,0.0,41,30,2,3,1,80,Bad
89.0,,,,,,,100.0,Never Had Delinquency,7.0,8.0,23.0,,,No Inquiry Record,,0.0,12,No Installment Burden,,2,0,67,Good
57.0,48,6,20,3,0,0.0,100.0,0,7.0,8.0,3.0,2.0,33.33,0,6.0,5.0,96,4,2,1,1,100,Bad
77.0,200,22.0,111,13,0.0,0,92.0,14,6.0,6.0,14.0,,14.29,14,0,0.0,0,0,9,2,1,75,Good
61.0,296,0,122.0,0,0,0,82.0,24,0.0,6.0,0,0,0,3,0,1.0,29,61,2,4,1,75,Good
65.0,180,37.0,95.0,15.0,0,0,76.0,0,4.0,6.0,20,2,10,2,1,1.0,51,43,15,1,1,80,Bad
65.0,120,2.0,50,6,0,0,100.0,0,6.0,8.0,6,2,16.7,3,1,1.0,25,10,4,1,0,83,Bad
61.0,240,12,120,8,0,0,86.0,24,0.0,5.0,10.0,2,40,2,1,1.0,18,60,4,3,0,71,Good
61.0,240,12,114.0,20.0,0,0,68.0,6,4.0,4.0,25.0,2,36.0,2,3,2.0,63,86,20,3,1,90,Bad
75.0,200,3.0,95,15,0.0,0,100.0,0,7.0,8.0,15,2,20,24,0.0,0.0,29,15,7,3,1,44,Good
65.0,219,5.0,73.0,22.0,1.0,1.0,88.0,27,6.0,5.0,25,1.0,17.0,0,2.0,2.0,31,8.0,13,1,1,57,Good
76.0,282,30,156,25,0,0.0,100.0,0,7.0,8.0,25,5,8,12,1,0.0,14,86,10,1,2,44,Good
62.0,200,12,100,9,0.0,0,100.0,0,7.0,8.0,9.0,1,22.22,12,0,0.0,59,20,5,2,0,100,Bad
51.0,0,0,0,0,0,0,75.0,13,0.0,2.0,5,0,40,0,4,4.0,76,0,3,2,1,100,Bad
63.0,200,12,100,9,0.0,0.0,94.0,0,4.0,6.0,10,2.0,50,0,0.0,0.0,68,30,5,5,0,100,Bad
66.0,180,6.0,72.0,9,0,0,87.0,16,6.0,4.0,9,2.0,19.0,0,1.0,0.0,37,22,4,2,4,65,Bad
63.0,240,12,80,9,0,0,100.0,999,6.0,8.0,12,2,17.0,1,2.0,2.0,10,8,5,4,2,43,Good
84.0,240,2.0,60,19,0,0,100.0,200,7.0,8.0,19.0,3,26,12,8.0,8.0,0,97,6,2,0,44,Good
75.0,200,1,60,6.0,0.0,0,83.0,0,6.0,6.0,7.0,2,14.0,1,5,5.0,59,20,6,1,0,100,Bad
86.0,200,43.0,95,9,0.0,0,100.0,0,7.0,8.0,12,3,18.0,6,1.0,1.0,23,10,7,1,0,63,Bad
90.0,219,8,102.0,6,0,0,100.0,0,7.0,8.0,6,2,33.3,8,0.0,0.0,0,0.0,0,2,0,33,Good
74.0,319,3.0,161,10,0,0,100.0,0,7.0,8.0,10,4.0,30,0,5,4.0,69,31,6,3,2,90,Bad
76.0,132,12,49.0,15,0,0.0,100.0,0,7.0,8.0,15.0,2,20,2,1,1.0,13,5,7,1,0,50,Good
89.0,240,12,126,7,0,0.0,100.0,0,7.0,8.0,7,3,14.0,200,0.0,0.0,4,2,2,1,0,100,Good
92.0,240,12,120,6,0,0.0,100.0,0,7.0,8.0,6,0.0,35.0,4,2,1.0,11,5,2,1,0,60,Good
82.0,250,12,77.0,16,0,0,96.0,0,6.0,6.0,16,2,31.25,0,1,3.0,5,50,4,3,0,45,Good
58.0,126,12,64,4,0,0,75.0,6,6.0,2.0,5.0,1,40,5,1.0,1.0,0.3,0.2,3,2,1,100,Bad
85.0,227,30,91.0,13,0,0.0,100.0,0,7.0,8.0,13,4.0,43.0,2,2.0,2.0,2,2,3,2,0,38,Good
61.0,218,44,87.0,60.0,0,0,98.0,24,6.0,6.0,70,8.0,10,12,2,7.0,74,20,45,7,6,74,Bad
85.0,219,6.0,97,10,0,0.0,100.0,300,7.0,8.0,10,1,47.0,2,2,2.0,29,20,5,3,0,80,Bad
74.0,0,0,0,0,0.0,0,93.0,5,4.0,6.0,0,0,0,0,0.0,0.0,6,0,0,1,0,50,Bad
71.0,250,24,84,7,0,0,92.0,120,6.0,6.0,12,1.0,30,6,0,3.0,0,90,0,3,0,75,Bad
73.0,240,24,120,8,0,0,67.0,12,6.0,5.0,12,2,25.0,3,1,1.0,0.4,0.2,5,3,2,100,Good
83.0,200,12,100,13,0.0,0,100.0,7,7.0,8.0,13.0,3,30,12,0,0.0,18,8,2,1,0,75,Good
64.0,240,3.0,120,4.0,5.0,3,100.0,36,0.0,8.0,15,2,20.0,2,1,1.0,2,1.5,9,1,0,67,Good
81.0,240,36,72.0,7,0.0,0,94.0,120,6.0,6.0,12,1,33,6,1,2.0,0,0,4,3,0,75,Good
68.0,93,12,59.0,8,0,0,80.0,4,4.0,6.0,10.0,1,30.0,2,1.0,1.0,51,30,3,2,1,50,Bad
64.0,150,2,84.0,43.0,0,0,100.0,180,0.0,8.0,70,9.0,14.3,0,4.0,4.0,49,22.0,14,3,4,63,Bad
65.0,240,12,60,19.0,0,1.0,91.0,30,6.0,3.0,22,2,30,6,1,1.0,92,5,15,4,3,89,Bad
68.0,215,3.0,96,32.0,0,0,97.0,21,6.0,6.0,30,4,5,10,1,2.0,32,4,20,1,2,87,Bad
79.0,141,31.0,86.0,4,0.0,0.0,100.0,0,7.0,8.0,4,0,25,7,0,0.0,71,29,3,1,1,100,Good
78.0,,,,,,,100.0,Never Had Delinquency,7.0,8.0,,,33.0,,,0.0,22,,5,2,0,70,Bad
82.0,150,12,81,12.0,0.0,0.0,100.0,0,7.0,8.0,18.0,5,11.1,14,1,0.0,5,2,6,2,0,43,Good
81.0,240,12,126,8,0,0,100.0,0,7.0,8.0,8,4,25,1,5.0,5.0,4,2,0,2,0,25,Good
89.0,240,12,100,12,0.0,0,100.0,1,7.0,8.0,12.0,2,25,6,1,3.0,6,91,1,3,0,80,Good
74.0,240,12,100,15,0,0,100.0,0,7.0,8.0,15.0,3.0,13.33,1,5,4.0,31,15,3,2,0,83,Good
86.0,210,15,110,23.0,0,0,100.0,250,7.0,8.0,20,5,20,8,0.0,0.0,2,1,14,2,0,80,Good
75.0,200,4.0,100,35.0,0,0,100.0,0,7.0,8.0,35,5,44.0,0,4,4.0,41,97,1,3,0,80,Good
73.0,180,12,80,15,2.0,1,87.0,6,4.0,2.0,17,1,13.0,3,1,2.0,5,3,4,1,0,29,Good
64.0,240,15,76.0,6,0.0,0,78.0,8,4.0,6.0,9.0,,30,10,1,3.0,0.3,0.2,1,3,1,100,Bad
59.0,118,12,65,12.0,0,0,87.0,30,3.0,5.0,20,5.0,53.0,3,2,1.0,18,12,10,2,0,60,Bad
84.0,60,1.0,30.5,5.0,0.0,0.0,100.0,0,7.0,8.0,6,3.0,16.6667,2,4,3.0,0,1,2,1,0,50,Bad
80.0,120,3,62,11,0.0,0,100.0,0,7.0,8.0,11,3,30.0,5,1.0,1.0,16,5,5,1,0,55,Bad
67.0,219,12,80.0,22.0,1.0,1.0,88.0,6,5.0,4.0,25.0,5,20,3,2,0.0,67,99,18,2,2,78,Bad
60.0,220,12,120,6.0,0,0,88.0,2,4.0,6.0,10,2,30,2,1,4.0,60,35,5,3,1,80,Bad
85.0,133,2.0,68.0,10,0,0,100.0,0,7.0,8.0,10,2,30,0,0,0.0,2,2,0,3,0,31,Good
82.0,100,2.0,52.0,26,0.0,0.0,100.0,0,7.0,8.0,26.0,5,23.0,0,0,0.0,11,5,9,3,0,47,Good
75.0,219,30,97,38.0,0,0,98.0,0,6.0,6.0,45,5.0,22.0,0,0,0.0,11,61,2,3,0,44,Good
82.0,210,12,86.0,9,0,0,97.0,6,6.0,6.0,9,2,11.1,2,2.0,2.0,2,1.5,3,1,0,44,Good
70.0,150,30,69.0,10,1.0,1.0,88.0,5,5.0,2.0,12,2,33.3,2,5,5.0,69,40,8,4,1,100,Good
81.0,230,12,85.0,19.0,0,0,95.0,6,6.0,6.0,21.0,2,5,3,1.0,1.0,6,2,3,1,1,36,Good
87.0,42,0,0,0,0.0,0,100.0,0,7.0,8.0,12.0,0.0,0,0,0,0.0,41,0,1,1,0,50,Good
61.0,219,1.0,97,10,0,0,100.0,0,7.0,8.0,10.0,4.0,40.0,0,6,6.0,94,6,6,4,4,100,Bad
84.0,200,23.0,100,12,0.0,0,100.0,0,7.0,8.0,12,2,8.3,0,0.0,0.0,10,5,7,1,0,67,Good
75.0,120,4.0,50,12,0,0,100.0,0,7.0,8.0,19.0,2,26.0,1,0,1.0,100,0,1,2,1,50,Good
76.0,219,7.0,91.0,10,0,0.0,100.0,6,7.0,8.0,10,1.0,20,3,0,0.0,40,20,5.8,2,1,78,Good
76.0,243,12,80,8,0,0,96.0,24,4.0,6.0,10,2,30.0,0,0.0,0.0,17,12.0,7,3,0,54,Bad
75.0,219,1.0,97,27.0,0,0,94.0,0,6.0,5.0,32,2,12.5,0,1,1.0,3,0.2,5,2,0,59,Good
59.0,240,12,60,10,0,0.0,94.0,24,4.0,6.0,15,2,46.0,6,1,0.0,56,30,5,3,3,67,Bad
