ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
65.0,185,30,92,7,0,1.0,59.0,10,6.0,4.0,13,3,28,5,1.0,1.0,27,12,5,2,1,50,Good
70.0,240,9.0,76.0,14,0,0,100.0,0,7.0,8.0,14.0,2,7.14,0,0.0,0.0,59,0,6.56,1,4,54,Bad
65.0,150,14.0,28.0,9,0,0,100.0,0,6.0,8.0,10,2,20,3,2,2.0,99,99,8,2,1,100,Bad
55.0,219,6,100,32.0,0,0,94.0,3,4.0,6.0,12,2,58.0,0,0.0,0.0,100,100,5,7,1,100,Bad
67.0,250,12,115,23.0,0,2.0,88.0,60,6.0,2.0,30,5.0,30,12,0.0,0.0,31,70,17,3,1,67,Bad
58.0,25,2,10.5,4,0,0,100.0,0,7.0,8.0,4,1,25.0,0,5,4.0,85,15,1,1,1,75,Bad
77.0,240,12,120,16.0,0,0,94.0,0,6.0,6.0,100,0.0,2,12,1,0.0,11,2,69,2,0,71,Good
81.0,266,2.0,134,29.0,0.0,0,100.0,0,7.0,8.0,33,4.0,18.18,0,1.0,1.0,9,91,21,6,0,83,Good
71.0,446,120,300,15,0,0,100.0,0,7.0,8.0,25,3,8.0,6,1,0.0,66,20,11,1,4,44,Good
75.0,422,1.0,211.5,9,0,0,100.0,0,7.0,8.0,9,4.0,33.0,0,4.0,4.0,2,11,3,2,1,57,Good
