ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
75.0,120,6,84.0,31,0.0,0.0,100.0,0,7.0,8.0,31.0,3.0,32.0,0,0,0.0,44,30,6,3,3,77,Bad
65.0,180,12,80,8,0.0,0,100.0,0,7.0,8.0,8.0,2,75.0,3,1,1.0,103,89,1,4,1,100,Bad
74.0,0,27.0,0,20.0,0,0,86.0,0,6.0,2.0,22.0,0,13.64,0,1,1.0,8,56,9.1,3,0,55,Good
72.0,240,12,126,10,0.0,0,100.0,0,7.0,8.0,10,1.0,57.0,6,1.0,1.0,45,63,5,3,1,80,Bad
79.0,219,16.0,112.0,18,0,0,100.0,0,7.0,8.0,22.0,3,18.2,2,2,0.0,25,10,13,1,1,64,Good
71.0,200,0,100,11,0,0,85.0,6,6.0,5.0,13.0,2,15.38,0,2,1.0,36,10,11,2,1,100,Bad
71.0,180,12,96,11,0,0,91.0,0,0.0,2.0,12,3.0,16.6667,0,1,2.0,29,15,4,2,1,50,Bad
73.0,240,12,126,4,0.0,0,100.0,0,7.0,8.0,4,2.0,50,1,0,1.0,76,24,1,2,1,75,Bad
73.0,195,3.0,99.0,13.0,0.0,0.0,100.0,0,7.0,8.0,13.0,3,38.0,1,5,4.0,22,15,8,2,0,63,Bad
77.0,200,4.0,59.0,42,0,0,93.0,59,6.0,6.0,45.0,5,2.22,3,2,2.0,10,65,3,1,0,45,Bad
79.0,233,12,120,19,0.0,0.0,100.0,0,7.0,8.0,19,4,32,0,8,8.0,33,30,6,6,2,63,Bad
56.0,220,12,55.0,28.0,0,0,78.0,30,4.0,2.0,40,3,10,1,1.0,1.0,43,85,28.4,4,4,81,Bad
67.0,0,0,52.0,10.05,1.0,0,67.0,0,6.0,5.0,15.0,2.0,13.33,0,0.0,0.0,69,33,4,2,2,86,Good
78.0,125,0,63.0,20,0.0,0,100.0,0,7.0,8.0,20.0,0,20,0,0,0.0,39,0,16,4,1,100,Bad
90.0,180,30,90.0,4,0.0,0,100.0,0,7.0,8.0,4,0,50,0,0.0,0.0,2,0,1,1,0,50,Good
65.0,228,5.0,116.5,23,2,2.0,85.0,3,0.0,2.0,27.0,12,7.4,7,0,0.0,13,5,10,2,0,46,Good
60.0,240,12,120,7,0,0.0,95.0,60,4.0,6.0,10,1,23.0,2,1,6.0,30,20,5,3,2,47,Bad
71.0,227,12.0,0,0,0,0,78.0,0,6.0,4.0,0,0,0,0,0,2.0,83,0,0,1,2,60,Good
63.0,170,12,91,27.0,1,0,74.0,6,6.0,2.0,38.0,5,5.3,5,1.0,1.0,64,30,36,2,2,90,Good
81.0,210,12,95,3.0,0,0,100.0,24,7.0,8.0,10,2,20,6,1,0.0,0.30,0.20,8,2,1,100,Bad
65.0,0.0,0.0,0.0,0,0.0,0.0,93.0,0.0,4.0,6.0,0,0,0.0,0.0,0,0.0,65,0.0,0,3,0,71,Bad
60.0,250,13,157.0,15.0,0,0,48.0,3,4.0,4.0,31,0.0,6.5,2,2,2.0,55,45,29,2,0,100,Good
65.0,181,30,100,20,0,0,91.0,0,4.0,6.0,25,1.0,52.0,5,1,1.0,40,88,11,3,2,64,Bad
60.0,180,12,93.0,11,4.0,4,73.0,24,4.0,2.0,15.0,2,33.3,18,0.0,0.0,34,20,1,3,0,50,Bad
85.0,240,12,30,5,0,0,100.0,0,7.0,8.0,5,1,0,2,0,1.0,5,0,3,0,1,60,Good
