ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
72.0,166.0,0.0,47.0,40.5,0.0,0.0,95.5,35.0,7.0,8.0,19.0,3.0,68.0,0,7.0,0.0,36.0,60.0,2,2.0,1.0,49.0,Bad
62.0,220.0,3.0,112.0,14.0,0.0,0.0,90.0,10.0,4.0,6.0,15.0,1.0,21.0,3,1.0,1.0,93.0,80.0,4,1.0,3.0,83.0,Good
79.0,140.0,15.0,70.0,24.0,1.0,0.0,96.0,18.0,6.0,5.0,25.0,0.0,32.0,0,1.0,1.0,0.0,30.0,0,3.0,0.0,22.0,Good
86.0,190.0,10.0,123.0,22.0,2.0,0.0,70.0,5.0,7.0,8.0,22.0,1.0,32.0,0,2.0,2.0,3.0,80.0,1,2.0,0.0,60.0,Bad
69.0,150.0,10.0,70.0,8.0,0.0,0.0,75.0,11.0,4.0,6.0,8.0,1.0,50.0,0,1.0,1.0,51.0,83.0,2,2.0,1.0,65.0,Bad
77.0,195.0,3.0,53.0,30.0,1.0,0.0,100.0,12.0,7.0,8.0,33.0,8.0,21.0,0,1.0,2.0,1.0,75.0,2,1.0,0.0,36.0,Good
59.0,350.0,4.0,196.0,30.0,2.0,0.0,91.0,10.0,6.0,5.0,32.0,3.0,44.0,2,4.0,2.0,41.0,89.0,9,7.0,3.0,76.0,Good
76.0,169.0,32.0,29.86,12.0,0.0,0.0,92.0,11.0,4.0,6.0,12.0,0.0,50.0,0,0.0,0.0,3.0,92.77,1,2.0,1.0,48.32,Bad
76.0,222.0,10.0,60.0,18.0,0.0,0.0,100.0,21.0,7.0,8.0,46.0,1.0,50.0,8,2.0,2.0,1.0,74.0,2,2.0,1.0,76.0,Bad
64.0,316.0,30.0,68.0,8.0,1.0,6.0,81.0,4.0,3.0,3.0,19.0,0.0,47.0,5,0.0,0.0,38.0,60.0,2,2.0,1.0,57.0,Bad
60.0,12.0,9.0,62.0,6.0,0.0,0.0,100.0,0.0,7.0,8.0,2.0,1.0,0.0,1,1.0,1.0,7.0,0.0,1,0.0,0.0,25.0,Good
70.0,172.0,4.0,58.0,19.0,0.0,0.0,95.0,4.0,4.0,6.0,21.0,3.0,19.0,0,0.0,0.0,76.0,47.0,9,2.0,4.0,65.0,Bad
76.0,275.0,5.0,110.0,44.0,2.0,0.0,100.0,7.0,7.0,8.0,68.0,2.0,28.0,5,1.0,1.0,14.0,57.0,8,10.0,2.0,27.0,Good
68.0,158.0,11.0,68.0,36.0,1.0,1.0,85.0,22.0,4.0,2.0,40.0,2.0,28.0,0,2.0,0.0,44.0,78.0,9,3.0,1.0,63.0,Good
59.0,163.0,18.0,59.0,5.0,1.0,1.0,83.0,27.0,6.0,6.0,6.0,0.0,83.0,6,0.0,0.0,101.0,42.0,1,2.0,1.0,100.0,Bad
65.0,190.0,3.0,70.0,22.0,1.0,0.0,95.0,40.0,7.0,8.0,22.0,2.0,41.0,0,1.0,1.0,56.0,54.0,6,2.0,1.0,79.0,Bad
70.0,212.0,4.0,107.0,16.5,0.5,0.0,100.0,11.0,7.0,8.0,2.0,1.0,14.0,2,1.0,0.0,6.0,0.0,2,0.0,0.0,100.0,Good
70.0,142.0,3.0,70.0,37.0,1.0,2.0,90.0,25.0,6.0,3.0,40.0,3.0,23.0,1,2.0,2.0,24.0,37.0,4,4.0,0.0,53.0,Bad
72.0,192.0,11.0,101.5,13.0,0.0,0.0,88.0,6.0,3.0,5.0,18.0,1.0,56.0,3,2.0,2.0,0.0,20.0,0,2.0,0.0,11.1,Good
61.0,311.0,8.0,117.0,42.0,1.0,1.0,100.0,0.0,7.0,8.0,45.0,2.0,42.0,0,2.0,2.0,34.0,73.0,4,2.0,2.0,70.0,Good
66.0,104.0,11.0,88.0,14.0,0.0,0.0,100.0,34.0,7.0,8.0,22.0,1.0,14.0,22,0.0,0.0,3.0,77.0,1,1.0,0.0,67.0,Good
73.0,149.0,2.0,54.0,14.0,1.0,0.0,85.0,9.0,6.0,5.0,17.0,3.0,47.0,0,5.0,5.0,46.0,55.0,2,2.0,0.0,86.0,Bad
70.0,144.0,8.0,64.0,16.0,0.0,0.0,90.0,5.0,7.0,8.0,16.0,1.0,44.0,2,0.0,0.0,16.0,75.0,3,7.0,0.0,60.0,Good
80.0,347.0,8.0,76.0,24.0,0.0,0.0,88.0,12.0,7.0,8.0,26.0,2.0,54.0,10,2.0,1.0,13.0,54.0,2,3.0,1.0,58.0,Bad
56.0,72.0,1.0,71.0,6.0,3.0,3.0,88.0,31.0,6.0,2.0,8.0,3.0,25.0,2,2.0,2.0,86.0,78.0,5,1.0,3.0,100.0,Bad
66.0,60.0,9.0,35.0,7.0,0.0,0.0,86.0,16.0,6.0,6.0,7.0,1.0,71.0,0,0.0,0.0,0.0,64.0,0,3.0,0.0,67.0,Bad
61.0,220.0,4.0,85.0,29.0,1.0,0.0,94.0,15.0,5.0,5.0,31.0,3.0,45.0,0,1.0,0.0,60.0,82.0,6,8.0,2.0,65.0,Good
70.0,169.0,6.0,105.0,20.0,0.0,0.0,95.0,6.0,6.0,6.0,21.0,1.0,14.0,0,0.0,0.0,39.0,21.0,2,2.0,0.0,57.0,Bad
81.0,261.0,5.0,62.0,17.0,0.0,0.0,100.0,0.0,7.0,8.0,17.0,2.0,52.0,5,0.0,0.0,6.0,8.0,5,6.0,0.0,65.0,Bad
85.0,407.0,31.0,81.0,7.0,0.0,0.0,76.0,3.0,7.0,8.0,19.0,0.0,43.0,1,1.0,1.0,28.0,45.0,1,1.0,0.0,70.0,Good
66.0,170.0,3.0,118.0,39.0,0.0,0.0,95.0,34.0,6.0,6.0,39.0,2.0,26.0,1,3.0,1.0,20.0,9.0,6,4.0,0.0,56.0,Good
89.0,150.0,19.0,186.0,16.0,0.0,0.0,100.0,6.0,7.0,8.0,16.0,0.0,19.0,0,0.0,0.0,0.0,45.0,2,2.0,1.0,50.0,Good
