ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
72.0,166,0.0,47.0,18.0,0.0,0.0,100.0,0,7.0,8.0,18.0,1.0,68.0,0,7.0,7.0,36.0,60,2.0,13.0,1.0,83.0,Bad
62.0,220,3.0,79.0,12.0,0.0,0.0,93.0,10,4.0,4.0,15.0,3.0,21.0,3,1.0,1.0,0.75,0.25,9.0,3.0,3.0,83.0,Good
79.0,140,15.0,70.0,24.0,0.0,0.0,96.0,18,0.0,0.0,25.0,0.0,32.0,0,1.0,1.0,0.0,74,0.0,2.0,0.0,8.0,Good
86.0,310,10.0,123.0,22.0,0.0,0.0,100.0,0,0.0,8.0,22.0,1.0,32.0,0,1.0,1.0,0.43,0.15,9.0,3.0,2.0,43.0,Bad
69.0,153,10.0,62.0,6.0,0.0,0.0,75.0,11,4.0,5.0,8.0,1.0,50.0,0,0.0,0.0,51.0,49,2.0,4.0,1.0,80.0,Bad
77.0,195,3.0,53.0,100.0,0.0,0.0,100.0,0,7.0,8.0,100.0,8.0,21.0,0,2.0,2.0,1.0,1,15.0,21.0,0.0,36.0,Good
59.0,219,4.0,84.0,30.0,1.0,0.0,91.0,26,0.0,2.0,32.0,5.0,44.0,2,4.0,3.0,70.0,89,9.0,4.0,2.0,76.0,Good
76.0,169,32.0,95.0,12.0,0.0,0.0,92.0,11,4.0,6.0,12.0,0.0,50.0,0,0.0,0.0,0.0,0.0,2.56,2.0,1.0,38.0,Bad
76.0,187,10.0,48.0,4.0,0.0,0.0,100.0,0,0.0,0.0,4.0,1.0,50.0,8,0.0,0.0,0.5,0.5,2.0,2.0,1.0,100.0,Bad
54.0,316,30.0,132.0,8.0,0.0,6.0,47.0,4,3.0,3.0,0.0,0.0,47.0,5,0.0,0.0,0.0,0,0.0,2.0,0.0,57.0,Bad
86.0,12,9.0,62.0,6.0,0.0,0.0,100.0,12,0.0,8.0,7.0,1.0,0.0,1,1.0,1.0,0.142857,0,1.0,0.0,0.0,14.2857,Good
54.0,172,4.0,58.0,10.0,0.0,0.0,95.0,4,0.0,0.0,11.0,3.0,19.0,0,0.0,0.0,76.0,47,5.0,2.0,1.0,65.0,Bad
76.0,163,5.0,80.0,44.0,0.0,0.0,100.0,120,7.0,8.0,46.0,2.0,28.0,6,2.0,1.0,14.0,57,8.0,3.0,0.0,58.0,Good
68.0,253,11.0,99.0,36.0,1.0,1.0,85.0,10,1.0,1.0,16.0,2.0,28.0,0,0.0,0.0,0.56,0.06,9.0,1.0,1.0,63.0,Good
59.0,163,18.0,80.0,5.0,0.0,1.0,83.0,10,6.0,12.0,6.0,0.0,83.0,6,0.0,0.0,20.0,42,1.0,2.0,2.0,100.0,Bad
73.0,181,3.0,59.0,22.0,0.0,0.0,100.0,0,0.0,0.0,22.0,2.0,41.0,0,0.0,0.0,56.0,54,6.0,5.0,0.0,79.0,Bad
89.0,212,4.0,107.0,21.0,0.0,0.0,100.0,0,0.0,8.0,2.0,1.0,14.0,0,0.0,0.0,6.0,0,2.0,2.0,0.0,50.0,Good
68.0,142,3.0,66.0,37.0,2.0,2.0,90.0,19,6.0,6.0,41.0,7.0,23.0,1,2.0,2.0,40.0,37,22.0,9.0,0.0,53.0,Bad
72.0,192,11.0,75.0,13.0,0.0,0.0,88.0,6,1.0,2.0,18.0,3.0,56.0,3,3.0,2.0,0.22,0.11,4.0,2.0,0.0,33.33,Good
75.0,311,8.0,117.0,40.0,0.0,0.0,100.0,0,0.0,8.0,100.0,2.0,42.0,0,5.0,4.0,34.0,20,26.0,19.0,2.0,45.0,Good
87.0,133,11.0,88.0,14.0,0.0,0.0,100.0,0,7.0,0.0,14.0,2.0,14.0,22,0.0,0.0,0.5,0.2,9.0,2.0,0.0,67.0,Good
73.0,282,2.0,92.0,14.0,1.0,0.0,94.0,32,0.0,0.0,15.0,3.0,47.0,0,5.0,5.0,46.0,30,6.8,6.1,0.0,86.0,Bad
84.0,144,8.0,64.0,34.0,0.0,0.0,100.0,0,7.0,8.0,34.0,2.0,44.0,0,0.0,0.0,70.0,75,27.0,2.0,5.0,86.0,Good
80.0,347,8.0,76.0,24.0,0.0,0.0,100.0,0.0,7.0,8.0,26.0,2.0,54.0,10,0.0,0.0,13.0,54,15.46,3.0,1.0,71.0,Bad
56.0,72,1.0,28.0,6.0,3.0,3.0,88.0,41,6.0,2.0,7.0,3.0,25.0,15,3.0,2.0,30.0,3,5.0,2.0,1.0,100.0,Bad
66.0,59,9.0,40.0,0.0,0.0,0.0,86.0,16,6.0,6.0,6.0,1.0,71.0,0,0.0,0.0,0.0,0,0.0,4.0,0.0,67.0,Bad
62.0,190,4.0,80.0,29.0,1.0,0.0,74.0,13,5.0,5.0,31.0,3.0,45.0,0,0.0,0.0,60.0,82,6.0,8.0,2.0,100.0,Good
73.0,169,6.0,105.0,20.0,0.0,0.0,95.0,21,6.0,6.0,50.0,5.0,14.0,0,1.0,0.0,39.0,21,2.0,7.0,0.0,18.0,Bad
81.0,261,5.0,62.0,25.0,0.0,0.0,100.0,5.0,0.0,8.0,17.0,2.0,52.0,5,0.0,0.0,0.29,0.53,5.0,9.0,0.0,82.35,Bad
85.0,407,31.0,81.0,19.0,0.0,0.0,100.0,0,0.0,8.0,19.0,0.0,43.0,1,1.0,1.0,28.0,12,1.0,5.0,2.0,31.58,Good
78.0,254,3.0,118.0,15.0,0.0,0.0,95.0,34,1.0,1.0,16.0,2.0,26.0,2,2.0,1.0,20.0,9,6.0,3.0,0.0,56.0,Good
89.0,425,19.0,186.0,16.0,0.0,0.0,100.0,0,0.0,8.0,16.0,0.0,19.0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,12.5,Good
84.0,379,2.0,59.0,12.0,0.0,0.0,100.0,0,0.0,0.0,12.0,1.0,22.0,2,2.0,2.0,0.0,0.0,3.0,3.0,0.0,26.0,Bad
60.0,429,29.0,155.0,13.0,0.0,0.0,94.0,2,3.0,3.0,13.0,1.0,25.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,71.0,Good
82.0,127,4.0,57.0,50.0,0.0,0.0,100.0,0,5.0,7.0,20.0,20.0,20.0,9,1.0,0.0,19.0,3.8,8.0,4.0,0.0,59.0,Bad
66.0,357,19.0,115.0,13.0,1.0,1.0,76.0,36,0.0,6.0,17.0,6.0,35.0,36,1.0,0.0,21.0,21,4.0,8.0,0.0,73.0,Good
