ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
72.0,199.0,0.0,47.0,18.0,0.0,0.0,100.0,36.0,7.0,8.0,19.0,3.0,68.0,0.0,7.0,7.0,36.0,60.0,2,3.0,1.0,83,Bad
62.0,220.0,3.0,79.0,12.0,0.0,0.0,93.0,10.0,4.0,6.0,15.0,1.0,21.0,3.0,1.0,1.0,93.0,67.0,4,1.0,3.0,83,Good
79.0,140.0,15.0,77.5,24.0,0.0,0.0,96.0,18.0,6.0,5.0,25.0,0.0,8.0,0.0,3.0,1.0,0.0,74.0,0,2.0,0.0,22,Good
86.0,310.0,10.0,123.0,22.0,0.0,0.0,88.0,4.0,7.0,8.0,22.0,1.0,45.0,0.0,2.0,2.0,3.0,55.0,1,8.0,0.0,43,Bad
69.0,153.0,10.0,62.0,8.0,0.0,0.0,94.0,11.0,6.0,6.0,8.0,1.0,50.0,0.0,0.0,0.0,51.0,83.0,2,2.0,1.0,80,Bad
77.0,195.0,3.0,53.0,33.0,0.0,0.0,100.0,18.0,7.0,8.0,33.0,8.0,21.0,3.0,2.0,2.0,1.0,68.0,2,1.0,0.0,36,Good
59.0,219.0,4.0,84.0,30.0,1.0,0.0,91.0,26.0,6.0,5.0,32.0,1.0,30.0,2.0,4.0,4.0,41.0,89.0,9,4.0,0.0,76,Good
76.0,150.0,32.0,95.0,12.0,0.0,0.0,92.0,11.0,6.0,6.0,12.0,0.0,50.0,0.0,0.0,0.0,3.0,55.0,1,2.0,0.0,38,Bad
76.0,187.0,10.0,48.0,18.0,0.0,0.0,100.0,0.0,0.0,8.0,46.0,1.0,50.0,8.0,1.0,0.0,1.0,53.0,2,2.0,1.0,57,Bad
54.0,316.0,30.0,132.0,8.0,10.0,6.0,47.0,4.0,3.0,3.0,19.0,0.0,30.0,5.0,0.0,0.0,20.0,60.0,2,2.0,0.0,57,Bad
86.0,84.0,9.0,62.0,6.0,0.0,1.0,73.0,7.0,7.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,8.0,1,1.0,0.0,25,Good
