ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
72.0,166.0,0.0,83.0,18.0,0.0,0.0,100.0,0,7.0,8.0,19.0,3.0,16.0,0.0,7.0,7.0,36.0,60.0,13.0,3.0,1.0,83.0,Bad
62.0,220.0,3.0,111.5,12.0,0.0,0.0,75.0,10,4.0,6.0,15.0,1.0,6.7,1.0,1.0,1.0,93.0,7.5,12.0,1.0,3.0,83.0,Good
79.0,150.0,12.0,70.0,24.0,0.0,0.0,96.0,6,6.0,5.0,25.0,2.0,32.0,2.0,3.0,1.0,0.0,0.15,6.0,2.0,0.0,22.0,Good
86.0,310.0,30.0,123.0,22.0,0.0,0.0,100.0,0,7.0,8.0,22.0,2.0,32.0,0.0,3.0,2.0,3.0,2.0,7.0,2.0,0.0,43.0,Bad
69.0,153.0,0.0,62.0,8.0,0.0,0.0,100.0,0,4.0,6.0,8.0,1.0,50.0,0.0,0.0,0.0,51.0,83.0,2.0,2.0,0.0,80.0,Bad
77.0,200.0,3.0,53.0,33.0,0.0,0.0,100.0,0,7.0,8.0,33.0,8.0,21.0,1.0,2.0,2.0,1.0,0.5,2.0,1.0,0.0,36.0,Good
59.0,225.0,4.0,98.0,30.0,1.0,0.0,91.0,6,6.0,5.0,32.0,7.0,19.0,4.0,4.0,4.0,41.0,89.0,9.0,4.0,2.0,76.0,Good
76.0,240.0,12.0,126.0,12.0,0.0,0.0,100.0,11,4.0,6.0,12.0,0.0,50.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,38.0,Bad
76.0,187.0,12.0,48.0,18.0,0.0,0.0,100.0,6,7.0,8.0,46.0,1.0,50.0,8.0,0.0,0.0,1.0,53.0,24.22,2.0,5.0,57.0,Bad
54.0,350.0,30.0,132.0,8.0,10.0,6.0,42.1,4,3.0,3.0,19.0,0.0,47.0,5.0,0.0,0.0,38.0,60.0,2.0,2.0,0.0,57.0,Bad
86.0,100.0,24.0,62.0,6.0,0.0,0.0,100.0,12,7.0,8.0,2.0,1.0,0.0,1.0,2.0,1.0,7.0,3.0,1.0,0.0,0.0,25.0,Good
54.0,120.0,4.0,58.0,21.0,0.0,0.0,100.0,4,4.0,6.0,21.0,3.0,9.5,0.0,0.0,0.0,76.0,20.0,12.0,2.0,4.0,65.0,Bad
76.0,163.0,5.0,84.0,44.0,0.0,0.0,100.0,0.0,7.0,8.0,68.0,2.0,28.0,3.0,1.0,1.0,14.0,10.0,8.0,3.0,2.0,58.0,Good
68.0,253.0,11.0,99.0,36.0,1.0,1.0,90.0,4,4.0,2.0,40.0,2.0,5.0,0.0,1.0,0.0,44.0,5.0,9.0,1.0,2.0,63.0,Good
59.0,163.0,18.0,80.0,5.0,0.0,0.0,100.0,0,6.0,6.0,6.0,0.0,33.33,0.0,0.0,0.0,101.0,42.0,1.0,2.0,0.0,100.0,Bad
73.0,181.0,13.0,97.0,22.0,0.0,0.0,100.0,0,7.0,8.0,22.0,2.0,22.73,0.0,0.0,0.0,56.0,44.0,17.0,5.0,1.0,79.0,Bad
89.0,0.0,4.0,107.0,21.0,0.0,0.0,100.0,0,7.0,8.0,2.0,1.0,100.0,0.0,0.0,0.0,6.0,71.0,0.0,2.0,0.0,50.0,Good
68.0,142.0,3.0,66.0,37.0,2.0,2.0,90.0,19,6.0,3.0,40.0,6.0,23.0,22.0,2.0,2.0,24.0,12.0,4.0,4.0,1.0,53.0,Bad
72.0,192.0,6.0,75.0,13.0,1.0,0.0,88.0,3,3.0,5.0,18.0,5.0,56.0,3.0,3.0,2.0,0.0,0.15,0.0,2.0,0.0,40.0,Good
75.0,311.0,8.0,117.0,40.0,0.0,0.0,100.0,6,7.0,8.0,45.0,6.0,42.0,0.0,5.0,5.0,34.0,22.0,12.0,8.0,2.0,45.0,Good
87.0,0.0,11.0,0.0,14.0,0.0,0.0,0.0,0,7.0,8.0,22.0,1.0,14.0,0.0,0.0,0.0,3.0,14.0,0.0,1.0,0.0,67.0,Good
73.0,282.0,2.0,142.0,14.0,1.0,0.0,94.0,2.0,6.0,5.0,17.0,3.0,23.5,2.0,6.0,5.0,46.0,46.0,13.0,4.0,2.0,86.0,Bad
84.0,180.0,8.0,100.0,16.0,0.0,0.0,100.0,0,7.0,8.0,16.0,1.0,12.5,0.0,0.0,0.0,16.0,75.0,3.0,2.0,0.0,86.0,Good
80.0,347.0,8.0,76.0,24.0,0.0,0.0,92.31,0,7.0,8.0,26.0,2.0,11.54,10.0,0.0,0.0,13.0,1.5,2.0,3.0,0.0,71.0,Bad
56.0,60.0,12.0,28.0,6.0,0.0,0.0,75.0,41,6.0,2.0,8.0,3.0,12.5,30.0,2.0,2.0,86.0,10.75,5.0,1.0,0.0,100.0,Bad
66.0,120.0,12.0,40.0,7.0,0.0,0.0,85.0,16,6.0,6.0,7.0,1.0,71.0,0.0,0.0,0.0,0.0,64.0,0.0,4.0,0.0,67.0,Bad
62.0,190.0,4.0,80.0,29.0,1.0,0.0,93.55,4,5.0,5.0,31.0,3.0,45.0,7.0,0.0,0.0,60.0,40.0,6.0,8.0,2.0,100.0,Good
73.0,169.0,6.0,105.0,20.0,0.0,0.0,95.2,21,6.0,6.0,21.0,1.0,14.0,0.0,0.0,0.0,39.0,5.5,2.0,2.0,0.0,57.0,Bad
81.0,261.0,5.0,130.5,25.0,0.0,0.0,100.0,0,7.0,8.0,17.0,2.0,35.29,5.0,0.0,0.0,6.0,35.0,2.0,6.0,1.0,100.0,Bad
85.0,407.0,31.0,219.0,7.0,0.0,0.0,100.0,12,7.0,8.0,19.0,0.0,43.0,1.0,1.0,1.0,28.0,10.0,1.0,1.0,0.0,67.0,Good
78.0,254.0,30.0,118.0,39.0,0.0,0.0,95.0,34,6.0,6.0,39.0,2.0,26.0,34.0,1.0,1.0,20.0,9.0,19.0,3.0,0.0,56.0,Good
89.0,180.0,6.0,93.0,16.0,0.0,0.0,100.0,0,7.0,8.0,16.0,4.0,37.5,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,50.0,Good
84.0,379.0,2.0,150.0,43.0,0.0,0.0,100.0,0,7.0,8.0,72.0,20.0,22.0,2.0,2.0,2.0,8.0,4.0,19.0,2.0,5.0,26.0,Bad
60.0,300.0,12.0,155.0,13.0,1.0,0.0,75.0,2,3.0,2.0,16.0,0.0,25.0,2.0,0.0,0.0,4.0,1.0,10.0,1.0,3.0,71.0,Good
82.0,127.0,12.0,70.0,50.0,0.0,0.0,80.0,0,5.0,7.0,28.0,5.0,20.0,9.0,2.0,0.0,19.0,8.0,13.0,4.0,0.0,59.0,Bad
66.0,210.0,12.0,115.0,16.0,0.0,1.0,70.0,36,6.0,6.0,17.0,0.0,35.0,2.0,1.0,1.0,21.0,12.0,4.0,3.0,0.0,73.0,Good
83.0,187.0,3.0,95.0,19.0,0.0,0.0,100.0,0,7.0,8.0,32.0,2.0,37.0,0.0,3.0,3.0,6.0,3.5,23.0,1.0,0.0,75.0,Good
86.0,423.0,10.0,103.0,29.0,0.0,0.0,100.0,0,7.0,8.0,20.0,1.0,16.0,1.0,1.0,1.0,10.0,56.0,7.0,3.0,0.0,50.0,Good
58.0,134.0,12.0,70.0,24.0,1.0,0.0,92.0,4,4.0,6.0,26.0,2.0,4.0,2.0,2.0,2.0,28.0,54.0,6.0,1.0,1.0,78.0,Bad
72.0,170.0,2.0,86.0,54.0,0.0,0.0,98.0,170.0,5.0,7.0,62.0,8.0,55.0,0.0,2.0,2.0,54.0,46.0,6.0,7.0,1.0,64.0,Bad
48.0,130.0,5.0,65.0,27.0,1.0,0.0,87.0,2,3.0,5.0,31.0,5.0,48.0,2.0,1.0,1.0,72.0,35.0,5.0,4.0,2.0,82.0,Bad
83.0,267.0,17.0,106.0,13.0,0.0,0.0,92.0,53,6.0,6.0,13.0,0.0,7.7,0.0,0.0,0.0,48.0,4.5,10.0,1.0,0.0,83.0,Good
65.0,160.0,7.0,60.0,26.0,0.0,0.0,100.0,41,6.0,6.0,26.0,1.0,7.69,0.0,1.0,1.0,56.0,18.67,6.0,2.0,0.0,57.0,Bad
58.0,83.0,7.0,45.0,7.0,2.0,2.0,77.78,6,6.0,4.0,9.0,1.0,11.11,2.0,2.0,1.0,81.0,19.0,2.0,1.0,0.0,75.0,Bad
83.0,220.0,11.0,135.0,15.0,0.0,0.0,93.8,8,5.0,7.0,16.0,1.0,44.0,7.0,0.0,0.0,20.0,81.0,3.0,1.0,0.0,44.0,Good
78.0,220.0,2.0,111.0,52.0,0.0,0.0,98.0,35,6.0,6.0,56.0,2.0,33.0,2.0,2.0,2.0,13.0,4.3,35.0,4.0,0.0,69.0,Good
91.0,200.0,24.0,132.0,16.0,0.0,0.0,100.0,7,7.0,8.0,16.0,2.0,13.0,0.0,0.0,0.0,6.0,2.0,7.0,1.0,4.0,50.0,Good
62.0,275.0,0.0,137.5,30.0,0.0,0.0,87.0,1,4.0,6.0,38.0,5.0,24.0,17.0,0.0,0.0,43.0,13.6,8.0,2.0,4.0,63.0,Bad
88.0,215.0,0.0,102.0,11.0,0.0,0.0,100.0,8,7.0,8.0,11.0,0.0,36.0,6.0,1.0,1.0,4.0,1.44,7.8,1.0,0.0,80.0,Good
88.0,240.0,18.0,110.0,7.0,0.0,0.0,80.0,36,7.0,8.0,14.0,0.0,29.0,12.0,0.0,0.0,8.0,72.0,2.0,2.0,0.0,67.0,Good
