,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
ExternalRiskEstimate,0.9999999999999992,0.25177325611062223,0.14835447254207731,0.33098647911274826,0.00017385813377519187,-0.4125727127435851,-0.34412454874422527,0.5148496267696652,0.4628413029172795,0.5684204427801206,0.5003000856478809,-0.03857765497804163,-0.19070372189272336,-0.1690150513788896,0.19909963965063918,-0.2066331968121616,-0.20558500002399288,-0.6263517603882557,-0.07692365248999974,-0.34698412682166574,-0.18313587159665834,-0.4658868427090436,-0.45532607253408486
MSinceOldestTradeOpen,0.25177325611062223,1.0,0.10634600658266732,0.6942835922640948,0.24360135444903253,-0.012148509924521498,-0.027587634136202195,0.03936979214205962,0.022045968122696675,-0.008381758994337386,-0.003162347355548686,0.2697292707803349,-0.10965552438789006,-0.19392453382505426,0.09166802181479382,-0.10634498586667615,-0.10318265696460106,-0.17916182227349436,-0.10625731092689744,0.11290015646708129,-0.025883258451245488,-0.0064792611155431125,-0.21782543141930602
MSinceMostRecentTradeOpen,0.14835447254207731,0.10634600658266732,1.0,0.39713699923285484,-0.254709449089087,0.026785277358281002,0.02644729859724636,-0.1266256036115792,-0.049513464992119956,-7.804583876228833e-05,0.011131900674272244,-0.22470410292684523,-0.45880540278009285,-0.025439875278785492,0.09366062994261176,-0.17480376886193025,-0.17648060723373182,-0.060421712828219114,-0.27348533205028697,-0.17420367018952782,-0.18939993317177117,-0.08708524312952745,-0.006613493284454083
AverageMInFile,0.33098647911274826,0.6942835922640948,0.39713699923285484,1.0,0.1161871709863491,0.03793883622700554,0.012635966106716124,-0.04361803162881998,0.017702593477844766,-0.01610672266589683,-0.0350696133447323,0.09036655481569104,-0.35380069873001013,-0.20256943671235086,0.12943500912301942,-0.18084607713148473,-0.17841619655923685,-0.19949224112213065,-0.18108958001887132,0.008832296951599825,-0.11863238335363067,-0.052122897980097144,-0.20889887922564845
NumSatisfactoryTrades,0.00017385813377519187,0.24360135444903253,-0.254709449089087,0.1161871709863491,0.9999999999999994,-0.11966974765231812,-0.11534942999350102,0.2641033497989796,0.009348210414107173,-0.005985177431446167,0.03865805801334905,0.8452383683393271,0.30894798456972866,-0.12920637981372143,0.014083157301168502,0.0963771299388247,0.09729976703411701,-0.07560997721168394,-0.018071156248263668,0.4786246339524982,0.3541994331641121,0.2311800163055371,-0.22923297622415784
NumTrades60Ever2DerogPubRec,-0.4125727127435851,-0.012148509924521498,0.026785277358281002,0.03793883622700554,-0.11966974765231812,1.0,0.8902662852798852,-0.534646399553602,-0.03895741256515747,-0.4226430933654877,-0.5877015318600046,-0.02470536801396667,-0.05693599808031428,0.11474214417578986,-0.07048955552258401,0.038176511666643896,0.03830356253155147,0.0915881985601526,-0.006622271464389709,-0.04933991255959581,0.029608214835307057,-0.021027218232553862,0.11262452464879912
NumTrades90Ever2DerogPubRec,-0.34412454874422527,-0.027587634136202195,0.02644729859724636,0.012635966106716124,-0.11534942999350102,0.8902662852798852,1.0,-0.38083768377901883,0.0062834044328849365,-0.36936675599112734,-0.5030182054696244,-0.03989284631798937,-0.04953027703038482,0.10860720273091895,-0.06378592411022059,0.04071812302224075,0.041127526985412985,0.06418256676350702,0.0020859499613563397,-0.06166363139561993,0.014415984676230897,-0.03385343583446433,0.09658471015406751
PercentTradesNeverDelq,0.5148496267696652,0.03936979214205962,-0.1266256036115792,-0.04361803162881998,0.2641033497989796,-0.534646399553602,-0.38083768377901883,1.0,0.2564793033687638,0.5064190090909695,0.6392098674256862,0.16626177525212982,0.15289487959953302,-0.1286319407851751,0.08103730067872005,0.006628418634343152,0.008095611580338911,-0.1750072021050771,0.037492512524998634,0.07754896488928736,0.048981961522422075,-0.005604465616818035,-0.18177367118456458
MSinceMostRecentDelq,0.4628413029172795,0.022045968122696675,-0.049513464992119956,0.017702593477844766,0.009348210414107173,-0.03895741256515747,0.0062834044328849365,0.2564793033687638,0.9999999999999998,0.5400737872078428,0.009241032713572465,-0.006587839311697506,0.07969237858964366,-0.018124437392554753,0.04376432847512071,0.0005489721819101875,0.001392928398498139,-0.06472820352764197,0.062123055638021014,-0.052476273363669904,-0.04694247422435216,-0.05318806700003749,-0.058133134736880275
MaxDelq2PublicRecLast12M,0.5684204427801206,-0.008381758994337386,-7.804583876228833e-05,-0.01610672266589683,-0.005985177431446167,-0.4226430933654877,-0.36936675599112734,0.5064190090909695,0.5400737872078428,1.0,0.6109960192214834,-0.04507921854306275,0.03552964573726417,-0.07558939865137392,0.06500904096761183,-0.02090700033558195,-0.02193088446931562,-0.13333861669368763,0.01942285300957799,-0.07786498250193108,-0.07986377376314999,-0.05740082360209166,-0.11534108187080182
MaxDelqEver,0.5003000856478809,-0.003162347355548686,0.011131900674272244,-0.0350696133447323,0.03865805801334905,-0.5877015318600046,-0.5030182054696244,0.6392098674256862,0.009241032713572465,0.6109960192214834,0.9999999999999978,-0.024381153841882813,0.035452119185397285,-0.1071232555473056,0.07170211996392746,-0.020842365772671692,-0.019687537748758317,-0.1316479094404457,0.010035945817692432,-0.019585397625042668,-0.05769195549520371,-0.02412065518629927,-0.1217280631063957
NumTotalTrades,-0.03857765497804163,0.2697292707803349,-0.22470410292684523,0.09036655481569104,0.8452383683393271,-0.02470536801396667,-0.03989284631798937,0.16626177525212982,-0.006587839311697506,-0.04507921854306275,-0.024381153841882813,1.0,0.2826502624955172,-0.07783746932437356,-0.0003982534347164552,0.10947340940207409,0.11188941817623041,-0.052069453332524,-0.0077174828720296944,0.3930245906660375,0.3204428434969843,0.1940055164825983,-0.1770139444214654
