ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MSinceMostRecentDelq_never,MSinceMostRecentInqexcl7days_never,MSinceOldestTradeOpen_no_trades,MSinceMostRecentDelq_no_trades,MSinceMostRecentInqexcl7days_no_trades,NetFractionRevolvingBurden_no_trades,NetFractionInstallBurden_no_trades,NumRevolvingTradesWBalance_no_trades,NumInstallTradesWBalance_no_trades,NumBank2NatlTradesWHighUtilization_no_trades,PercentTradesWBalance_no_trades,RiskPerformance
72.0,166.0,0.0,47.0,18.0,0.03305398358433864,0.0,100.0,35.883730481019086,7.0,8.09559919071638,19.0,3.0,68.0,0.0,1.2002308289676797,1.1693551757375389,36.0,60.0,3.094164663669454,3.0,1.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bad
62.0,220.0,3.0,79.0,12.0,0.0,0.0,93.0,10.0,4.0,6.0,15.0,1.0,21.0,3.0,1.0,1.0,93.0,68.26968151778752,5.7285863592343045,1.0,2.916534712600458,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Good
79.0,140.0,15.0,70.0,24.0,1.0,0.0,96.0,34.09642167027306,6.0,5.0,25.0,0.0,32.0,0.0,3.0,1.0,0.0,74.0,0.0,2.0,-0.34253189631688685,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Good
86.44242987806103,310.0,10.0,123.0,21.420122870443695,0.0,0.0,100.0,43.1203748169917,7.0,8.0,22.0,1.0,32.0,0.0,2.0,2.0,3.0,60.85137903573461,1.0,2.0,-0.23948107580113476,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bad
63.87974309756315,153.0,10.0,66.14762192813414,8.0,0.43819729644718564,0.0,75.0,12.861771913850276,4.0,6.0,8.0,1.0,43.10194698198787,0.0,0.0,0.0,51.0,83.0,2.0,2.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bad
77.0,195.0,-4.269803414434538,53.0,27.185862681549228,0.0,0.0,100.0,38.570005969856254,7.0,8.0,33.0,8.0,21.0,2.0135965610058286,2.0,2.0,1.0,80.0253332274836,2.0,1.0,0.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Good
59.0,219.0,4.0,69.16849295983229,30.0,1.0,0.0,85.38302576000223,19.157572314790258,6.0,5.0,32.0,3.0,44.0,2.0,4.0,4.0,41.0,89.0,9.0,4.0,3.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Good
76.0,169.0,32.0,95.0,12.0,0.23414065752246982,0.0,86.04635147082719,18.848087034717935,4.0,6.0,12.0,0.0,50.0,0.0,0.0,0.0,3.0,46.0163119229919,1.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bad
76.0,187.0,10.0,62.06955322027734,18.0,0.0,0.0,100.0,35.925094196938744,7.0,8.0,46.0,1.0,50.0,8.0,1.0,0.0,33.99499917265976,53.0,2.0,2.0,1.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bad
54.0,316.0,30.0,132.0,8.0,10.0,6.0,53.45153235626822,4.0,3.0,3.0,19.0,0.0,38.1205274797384,5.0,0.0,0.007932938737150674,38.0,60.0,2.0,2.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bad
81.8049674078687,12.0,19.19324112596434,62.0,6.0,0.022104919338599593,0.0,96.64296070517307,43.237772327938075,7.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,55.4327784996731,1.0572841267986224,-0.5825629872104305,-0.04281499166825409,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Good
56.74928582131683,172.0,4.0,61.646067426202336,21.0,0.140215009098009,0.028175664245687543,95.0,4.0,4.0,6.0,21.0,3.0,19.0,0.0,0.0,-0.019516842380021104,76.0,47.0,9.0,2.2092306630065677,4.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bad
76.0,163.0,5.0,80.0,44.0,0.3045396233990383,0.20144266238164898,103.75632443601174,34.45379619525593,7.0,8.0,68.0,2.0,28.0,3.523982280453709,1.0,1.0,14.0,57.0,8.0,3.0,1.741522693451043,58.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Good
68.0,253.0,11.0,99.0,36.0,1.0,1.0,85.0,10.0,4.0,2.0,40.0,2.0,28.0,0.0,0.0,0.0,44.0,61.72438392546092,9.0,1.0,2.2094060976943233,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Good
